Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
13667,24-11-2025,Laptop,Electronics,2.32,0.22,29,19,2,7,TRUE,Air,2352,Honeycomb Paper,2.33,13.642
13668,13-04-2025,Sofa (Sectional),Furniture,70.73,277.41,199,82,85,6,FALSE,Road,1196,Wood Crate,112.16,165.891
13669,23-01-2025,Smartphone,Electronics,0.27,0.02,13,7,1,6,TRUE,Air,2646,Honeycomb Paper,1.31,1.786
13670,14-08-2025,Smart Watch,Electronics,0.18,0,5,4,1,6,TRUE,Road,173,Honeycomb Paper,1.27,0.016
13671,28-10-2025,Glass Table,Furniture,19.68,4.12,92,56,4,9,FALSE,Road,517,Mushroom Pkg (Mycelium),9.67,5.087
13672,13-03-2025,Perfume Bottle,Beauty,0.34,0.03,10,4,4,10,TRUE,Air,1722,Mushroom Pkg (Mycelium),2.14,1.464
13673,29-03-2025,T-Shirt,Clothing,0.28,0.09,23,20,1,1,FALSE,Air,862,Kraft Paper Mailer,0.31,0.603
13674,30-05-2025,Glass Table,Furniture,18.18,5.51,102,54,5,10,FALSE,Road,1261,Mushroom Pkg (Mycelium),9.27,11.462
13675,09-07-2025,Perfume Bottle,Beauty,0.22,0.04,9,5,5,10,TRUE,Road,464,Mushroom Pkg (Mycelium),2.09,0.051
13676,03-04-2025,Smartphone,Electronics,0.24,0,13,6,0,9,TRUE,Air,907,Mushroom Pkg (Mycelium),1.9,0.544
13677,20-12-2025,Ceramic Vase,Home Decor,2.42,1.3,15,14,31,9,FALSE,Road,711,Mushroom Pkg (Mycelium),2.77,0.86
13678,24-09-2025,Glass Table,Furniture,12.08,6.42,107,60,5,9,FALSE,Road,1495,Mushroom Pkg (Mycelium),6.63,9.03
13679,12-08-2025,Shampoo,Beauty,0.81,0.24,21,7,8,4,TRUE,Air,2064,PLA Bioplastic,1.12,4.18
13680,24-06-2025,Sneakers,Clothing,0.97,1.23,27,19,12,3,FALSE,Air,886,Kraft Paper Mailer,1.09,2.724
13681,21-03-2025,T-Shirt,Clothing,0.21,0.09,24,19,1,2,FALSE,Air,1228,Kraft Paper Mailer,0.48,0.645
13682,29-09-2025,T-Shirt,Clothing,0.27,0.21,25,21,2,2,FALSE,Air,1304,Kraft Paper Mailer,0.51,0.88
13683,31-05-2025,Shampoo,Beauty,0.88,0.21,19,7,8,5,TRUE,Air,2133,PLA Bioplastic,1.35,4.693
13684,09-07-2025,Sneakers,Clothing,0.86,1.11,28,18,11,5,FALSE,Air,2297,Kraft Paper Mailer,1.44,6.374
13685,07-07-2025,Ceramic Vase,Home Decor,1.1,0.98,14,13,27,9,FALSE,Road,277,Mushroom Pkg (Mycelium),2.24,0.152
13686,14-05-2025,Winter Jacket,Clothing,1.36,3.6,45,40,10,2,TRUE,Road,425,Bubble Wrap (LDPE),1.84,0.765
13687,31-05-2025,Shampoo,Beauty,0.99,0.18,18,7,7,4,TRUE,Air,1785,PLA Bioplastic,1.2,4.418
13688,08-01-2025,Laptop,Electronics,2.46,0.13,32,20,1,7,TRUE,Air,2766,Honeycomb Paper,2.38,17.011
13689,16-06-2025,T-Shirt,Clothing,0.25,0.09,23,20,1,2,FALSE,Road,204,Kraft Paper Mailer,0.5,0.026
13690,23-11-2025,Smartphone,Electronics,0.4,0,16,7,0,6,TRUE,Air,1135,Honeycomb Paper,1.36,1.135
13691,08-11-2025,Office Chair,Furniture,14.74,31.35,57,55,50,4,FALSE,Road,2659,Wood Crate,13.34,41.68
13692,28-01-2025,Shampoo,Beauty,0.81,0.24,21,7,8,5,TRUE,Air,2898,PLA Bioplastic,1.32,5.868
13693,13-11-2025,Sofa (Sectional),Furniture,43.06,312.75,209,87,86,7,FALSE,Road,798,Wood Crate,126.5,124.787
13694,20-07-2025,Sofa (Sectional),Furniture,59.32,298.95,207,87,83,8,FALSE,Road,1675,Wood Crate,121.18,250.371
13695,24-08-2025,Perfume Bottle,Beauty,0.38,0.04,9,4,5,8,TRUE,Air,972,Mushroom Pkg (Mycelium),1.75,0.923
13696,25-12-2025,55-Inch TV,Electronics,17.35,7.88,125,63,5,9,TRUE,Road,1166,Mushroom Pkg (Mycelium),8.74,10.115
13697,30-06-2025,Perfume Bottle,Beauty,0.48,0.03,10,4,4,10,TRUE,Road,734,Mushroom Pkg (Mycelium),2.19,0.176
13698,16-11-2025,Office Chair,Furniture,10.58,30.8,59,58,45,5,FALSE,Road,1187,Wood Crate,13.32,18.28
13699,14-11-2025,Ceramic Vase,Home Decor,2.79,1.25,13,15,32,10,FALSE,Air,2111,Mushroom Pkg (Mycelium),3.12,14.724
13700,28-07-2025,Ceramic Vase,Home Decor,1.88,1.3,14,15,31,9,FALSE,Air,2363,Mushroom Pkg (Mycelium),2.55,11.106
13701,12-12-2025,Winter Jacket,Clothing,1.45,3.74,52,36,10,4,TRUE,Air,2037,Kraft Paper Mailer,2.3,19.046
13702,10-01-2025,Glass Table,Furniture,17.84,5.51,95,58,5,9,FALSE,Road,226,Mushroom Pkg (Mycelium),8.94,2.016
13703,02-01-2025,Smart Watch,Electronics,0.13,0.01,5,5,1,6,TRUE,Air,1327,Honeycomb Paper,1.25,0.431
13704,03-11-2025,Office Chair,Furniture,12.9,35.68,63,59,48,5,FALSE,Road,1982,Wood Crate,15.27,35.359
13705,24-04-2025,Sofa (Sectional),Furniture,75.38,357.27,217,98,84,8,FALSE,Road,2270,Wood Crate,144.51,405.501
13706,09-03-2025,Glass Table,Furniture,19.19,4.52,101,56,4,10,FALSE,Road,2369,Cornstarch Foam,9.68,22.731
13707,17-07-2025,Smart Watch,Electronics,0.17,0,4,5,0,4,TRUE,Air,2013,Corrugated Cardboard,0.87,0.856
13708,22-03-2025,55-Inch TV,Electronics,21.07,8.42,122,69,5,9,TRUE,Road,329,Mushroom Pkg (Mycelium),10.23,3.466
13709,17-09-2025,Winter Jacket,Clothing,1.88,3.72,48,43,9,3,TRUE,Air,2200,Kraft Paper Mailer,2.09,20.46
13710,13-07-2025,Winter Jacket,Clothing,1.58,3.39,46,41,9,2,TRUE,Air,2760,Kraft Paper Mailer,1.76,23.391
13711,13-02-2025,Smartphone,Electronics,0.39,0.02,14,7,1,8,TRUE,Air,2976,Mushroom Pkg (Mycelium),1.76,2.902
13712,04-02-2025,Smartphone,Electronics,0.37,0,13,7,0,6,TRUE,Road,611,Honeycomb Paper,1.35,0.113
13713,30-06-2025,Winter Jacket,Clothing,1.41,3.79,49,43,9,3,TRUE,Air,1717,Kraft Paper Mailer,2.12,16.269
13714,23-09-2025,Winter Jacket,Clothing,1.4,4.02,52,43,9,2,TRUE,Air,867,Kraft Paper Mailer,2.01,8.713
13715,24-01-2025,Glass Table,Furniture,17.12,5.09,101,63,4,10,FALSE,Road,929,Mushroom Pkg (Mycelium),8.85,7.952
13716,02-07-2025,Ceramic Vase,Home Decor,2.77,1.26,15,14,30,10,FALSE,Air,1953,Mushroom Pkg (Mycelium),3.11,13.525
13717,01-06-2025,Shampoo,Beauty,0.72,0.21,19,7,8,3,TRUE,Road,664,PLA Bioplastic,0.89,0.239
13718,01-11-2025,Sneakers,Clothing,0.9,1.23,28,20,11,3,FALSE,Air,2826,Kraft Paper Mailer,1.09,8.69
13719,17-05-2025,Smartphone,Electronics,0.38,0,16,7,0,9,TRUE,Air,2504,Mushroom Pkg (Mycelium),1.95,2.379
13720,27-11-2025,Office Chair,Furniture,12.52,33.05,60,54,51,6,FALSE,Road,947,Wood Crate,14.42,15.649
13721,14-05-2025,Smart Watch,Electronics,0.13,0,4,5,1,4,TRUE,Air,2691,Corrugated Cardboard,0.85,0.875
13722,13-12-2025,Perfume Bottle,Beauty,0.27,0.05,10,5,5,8,TRUE,Road,171,Recycled PET Box,1.71,0.023
13723,14-06-2025,Shampoo,Beauty,0.78,0.21,21,7,7,5,TRUE,Air,2193,Cornstarch Foam,1.31,4.276
13724,15-05-2025,Perfume Bottle,Beauty,0.23,0.04,9,5,5,9,TRUE,Air,2794,Mushroom Pkg (Mycelium),1.89,1.607
13725,20-06-2025,Sofa (Sectional),Furniture,54.84,254.47,195,87,75,8,FALSE,Road,451,Wood Crate,103.39,57.383
13726,04-09-2025,Sneakers,Clothing,1.18,1.48,32,21,11,5,FALSE,Air,2963,Kraft Paper Mailer,1.59,10.963
13727,11-08-2025,Winter Jacket,Clothing,1.55,3.15,46,38,9,2,TRUE,Road,355,Kraft Paper Mailer,1.66,0.559
13728,28-08-2025,Winter Jacket,Clothing,1.55,3.84,52,41,9,2,TRUE,Air,1301,Kraft Paper Mailer,1.94,12.49
13729,04-12-2025,Office Chair,Furniture,13.43,30.59,59,54,48,4,FALSE,Road,1120,Wood Crate,13.04,17.13
13730,03-01-2025,55-Inch TV,Electronics,18.66,5.68,111,64,4,9,TRUE,Road,2104,Mushroom Pkg (Mycelium),9.26,19.63
13731,07-10-2025,Laptop,Electronics,1.94,0.26,31,21,2,9,TRUE,Road,419,Mushroom Pkg (Mycelium),2.58,0.406
13732,11-02-2025,Ceramic Vase,Home Decor,1.84,1.3,14,15,31,9,FALSE,Air,1075,Mushroom Pkg (Mycelium),2.54,4.945
13733,27-06-2025,Winter Jacket,Clothing,1.91,4.26,52,41,10,3,TRUE,Road,668,Kraft Paper Mailer,2.3,1.423
13734,07-07-2025,Office Chair,Furniture,10.5,32.45,55,59,50,5,FALSE,Road,2740,Wood Crate,13.98,44.457
13735,01-01-2026,Sofa (Sectional),Furniture,58.95,299.14,192,95,82,8,FALSE,Road,1236,Wood Crate,121.26,184.869
13736,08-11-2025,Laptop,Electronics,2.23,0.13,30,21,1,8,TRUE,Air,1117,Mushroom Pkg (Mycelium),2.49,6.227
13737,23-07-2025,Glass Table,Furniture,18.24,5.14,109,59,4,9,FALSE,Road,1424,Mushroom Pkg (Mycelium),9.1,12.987
13738,14-09-2025,Smart Watch,Electronics,0.18,0,4,5,1,6,TRUE,Air,1825,Honeycomb Paper,1.27,0.821
13739,20-11-2025,Office Chair,Furniture,13.96,35.75,57,64,49,4,FALSE,Road,2703,Wood Crate,15.1,48.316
13740,03-04-2025,Perfume Bottle,Beauty,0.48,0.03,9,4,4,9,TRUE,Road,611,Mushroom Pkg (Mycelium),1.99,0.147
13741,09-03-2025,Office Chair,Furniture,13.5,37.4,63,56,53,6,FALSE,Road,1922,Wood Crate,16.16,35.941
13742,06-06-2025,Sneakers,Clothing,0.89,1.3,30,18,12,4,FALSE,Air,1850,Kraft Paper Mailer,1.32,6.013
13743,28-01-2025,Office Chair,Furniture,10.23,33.77,54,59,53,4,FALSE,Road,150,Wood Crate,14.31,2.533
13744,25-01-2025,Smartphone,Electronics,0.28,0.02,14,6,1,8,TRUE,Air,1551,Mushroom Pkg (Mycelium),1.71,1.086
13745,03-12-2025,55-Inch TV,Electronics,24.43,9.68,129,75,5,10,TRUE,Road,1210,Mushroom Pkg (Mycelium),11.77,14.78
13746,17-06-2025,Sofa (Sectional),Furniture,60.84,304.5,219,88,79,5,FALSE,Road,1850,Wood Crate,122.8,281.663
13747,26-10-2025,Smart Watch,Electronics,0.15,0,4,4,1,5,TRUE,Air,1586,Mushroom Pkg (Mycelium),1.06,0.595
13748,20-08-2025,Laptop,Electronics,1.51,0.24,28,21,2,7,TRUE,Air,1325,PLA Bioplastic,2,5.002
13749,24-11-2025,Shampoo,Beauty,0.87,0.19,19,7,7,4,TRUE,Air,1636,PLA Bioplastic,1.15,3.558
13750,09-07-2025,Laptop,Electronics,1.9,0.21,28,19,2,8,TRUE,Air,1484,Mushroom Pkg (Mycelium),2.36,7.049
13751,08-09-2025,Smart Watch,Electronics,0.16,0.01,5,5,1,6,TRUE,Air,2634,Honeycomb Paper,1.26,1.054
13752,01-03-2025,Office Chair,Furniture,14.67,36.89,63,61,48,6,FALSE,Road,1084,Wood Crate,15.96,19.994
13753,08-04-2025,Glass Table,Furniture,18.36,3.93,91,54,4,9,FALSE,Road,1080,Mushroom Pkg (Mycelium),9.14,9.914
13754,16-08-2025,Ceramic Vase,Home Decor,2.99,1.54,15,16,32,10,FALSE,Road,708,Mushroom Pkg (Mycelium),3.2,1.058
13755,20-08-2025,Office Chair,Furniture,10.16,34.02,63,54,50,6,FALSE,Road,1092,Wood Crate,14.81,18.575
13756,21-05-2025,Ceramic Vase,Home Decor,2.96,1.34,14,15,32,9,FALSE,Air,1732,Mushroom Pkg (Mycelium),2.98,12.817
13757,22-06-2025,Ceramic Vase,Home Decor,2.07,1.44,16,15,30,9,FALSE,Air,2024,Mushroom Pkg (Mycelium),2.63,10.474
13758,28-07-2025,Winter Jacket,Clothing,1.82,4.02,52,43,9,2,TRUE,Air,2882,Kraft Paper Mailer,2.01,28.964
13759,30-09-2025,Laptop,Electronics,1.57,0.25,30,21,2,8,TRUE,Air,1680,Mushroom Pkg (Mycelium),2.23,6.594
13760,07-09-2025,Perfume Bottle,Beauty,0.37,0.05,10,5,5,8,TRUE,Air,2284,Mushroom Pkg (Mycelium),1.75,2.113
13761,08-05-2025,Smart Watch,Electronics,0.12,0,4,4,1,4,TRUE,Road,313,Corrugated Cardboard,0.85,0.019
13762,18-09-2025,Ceramic Vase,Home Decor,2.51,1.05,13,15,27,10,FALSE,Air,2070,Mushroom Pkg (Mycelium),3,12.989
13763,30-08-2025,Smartphone,Electronics,0.33,0.02,14,6,1,9,TRUE,Air,1545,Mushroom Pkg (Mycelium),1.93,1.275
13764,06-11-2025,Glass Table,Furniture,16.64,5.31,107,62,4,10,FALSE,Road,1712,Mushroom Pkg (Mycelium),8.66,14.244
13765,14-08-2025,T-Shirt,Clothing,0.19,0.1,24,21,1,2,FALSE,Road,139,Kraft Paper Mailer,0.48,0.013
13766,21-01-2025,Sofa (Sectional),Furniture,50.52,254.98,192,83,80,6,FALSE,Road,302,Wood Crate,103.19,38.502
13767,11-02-2025,55-Inch TV,Electronics,24.04,6.99,123,71,4,9,TRUE,Road,1983,Mushroom Pkg (Mycelium),11.42,23.836
13768,30-09-2025,Glass Table,Furniture,14.11,5.61,92,61,5,9,FALSE,Road,900,Mushroom Pkg (Mycelium),7.44,6.349
13769,08-05-2025,Smart Watch,Electronics,0.2,0,5,4,0,6,TRUE,Air,1441,Honeycomb Paper,1.28,0.721
13770,17-03-2025,T-Shirt,Clothing,0.25,0.09,26,18,1,2,FALSE,Road,353,Kraft Paper Mailer,0.5,0.044
13771,28-01-2025,Sofa (Sectional),Furniture,75.69,253.38,206,82,75,8,FALSE,Road,948,Wood Crate,102.95,120.102
13772,09-01-2025,Glass Table,Furniture,12.28,5.62,108,65,4,10,FALSE,Road,1356,Mushroom Pkg (Mycelium),6.91,8.326
13773,30-07-2025,T-Shirt,Clothing,0.23,0.18,24,19,2,1,FALSE,Air,1729,Kraft Paper Mailer,0.29,0.994
13774,07-02-2025,Sofa (Sectional),Furniture,73.98,262.28,203,85,76,5,FALSE,Road,869,Wood Crate,105.91,113.961
13775,22-04-2025,Sofa (Sectional),Furniture,56.51,312.48,217,90,80,5,FALSE,Road,736,Wood Crate,125.99,114.993
13776,13-07-2025,Sofa (Sectional),Furniture,58.6,271.82,187,92,79,6,FALSE,Road,731,Wood Crate,109.93,99.35
13777,20-08-2025,Ceramic Vase,Home Decor,1.06,1.26,15,14,30,9,FALSE,Air,2512,Mushroom Pkg (Mycelium),2.3,7.913
13778,13-11-2025,Winter Jacket,Clothing,1.94,3.53,49,40,9,2,TRUE,Air,2629,Recycled PET Box,1.81,23.201
13779,19-12-2025,Perfume Bottle,Beauty,0.34,0.03,9,4,4,10,TRUE,Road,473,Mushroom Pkg (Mycelium),2.14,0.08
13780,06-03-2025,Smartphone,Electronics,0.26,0.02,14,6,1,9,TRUE,Air,1635,Mushroom Pkg (Mycelium),1.9,1.063
13781,12-11-2025,Ceramic Vase,Home Decor,1.38,1.3,14,16,29,9,FALSE,Air,2848,Mushroom Pkg (Mycelium),2.35,9.826
13782,20-10-2025,Winter Jacket,Clothing,1.51,3.78,45,42,10,3,TRUE,Road,113,Bubble Wrap (LDPE),2.11,0.214
13783,12-05-2025,55-Inch TV,Electronics,15.45,5.81,110,66,4,10,TRUE,Road,1433,Mushroom Pkg (Mycelium),8.18,11.07
13784,21-01-2025,Winter Jacket,Clothing,1.83,3.67,51,40,9,3,TRUE,Air,883,Kraft Paper Mailer,2.07,8.102
13785,26-05-2025,Ceramic Vase,Home Decor,2.29,1.05,13,15,27,9,FALSE,Air,1224,Mushroom Pkg (Mycelium),2.72,7.007
13786,06-03-2025,Smart Watch,Electronics,0.2,0,4,4,1,4,TRUE,Road,524,Corrugated Cardboard,0.88,0.052
13787,20-06-2025,Smartphone,Electronics,0.21,0.02,14,6,1,9,TRUE,Road,139,Mushroom Pkg (Mycelium),1.88,0.015
13788,15-08-2025,Perfume Bottle,Beauty,0.38,0.04,9,4,5,9,TRUE,Air,2295,Mushroom Pkg (Mycelium),1.95,2.18
13789,20-08-2025,Shampoo,Beauty,0.66,0.21,21,7,7,3,TRUE,Air,863,PLA Bioplastic,0.86,1.424
13790,28-03-2025,Sneakers,Clothing,0.93,1.36,29,18,13,3,FALSE,Air,2701,Kraft Paper Mailer,1.14,9.183
13791,29-10-2025,Smartphone,Electronics,0.36,0.02,15,7,1,8,TRUE,Road,135,Mushroom Pkg (Mycelium),1.74,0.024
13792,09-06-2025,Laptop,Electronics,1.72,0.21,29,18,2,7,TRUE,Road,187,Honeycomb Paper,2.09,0.161
13793,23-04-2025,T-Shirt,Clothing,0.23,0.1,26,20,1,2,FALSE,Air,1621,Kraft Paper Mailer,0.49,0.932
13794,03-04-2025,Winter Jacket,Clothing,1.77,3.38,47,40,9,4,TRUE,Air,1226,Wood Crate,2.15,10.36
13795,08-10-2025,Smart Watch,Electronics,0.11,0.01,5,5,1,5,TRUE,Air,2579,Honeycomb Paper,1.04,0.709
13796,26-06-2025,T-Shirt,Clothing,0.29,0.09,22,20,1,1,FALSE,Air,1706,Kraft Paper Mailer,0.32,1.237
13797,09-03-2025,Perfume Bottle,Beauty,0.33,0.04,10,4,5,9,TRUE,Air,1606,Bubble Wrap (LDPE),1.93,1.325
13798,21-04-2025,T-Shirt,Clothing,0.24,0.1,24,20,1,1,FALSE,Road,512,Kraft Paper Mailer,0.3,0.061
13799,09-03-2025,Smart Watch,Electronics,0.19,0,5,4,0,4,TRUE,Air,1111,Corrugated Cardboard,0.88,0.528
13800,05-04-2025,Smartphone,Electronics,0.36,0,14,6,0,9,TRUE,Road,95,Mushroom Pkg (Mycelium),1.94,0.017
13801,22-02-2025,Smart Watch,Electronics,0.15,0,4,4,1,6,TRUE,Road,692,Honeycomb Paper,1.26,0.052
13802,11-03-2025,Ceramic Vase,Home Decor,2.74,1.21,15,13,31,10,FALSE,Air,2087,Mushroom Pkg (Mycelium),3.1,14.296
13803,13-04-2025,Ceramic Vase,Home Decor,2.89,1.05,15,13,27,9,FALSE,Air,1796,Mushroom Pkg (Mycelium),2.96,12.976
13804,15-11-2025,Glass Table,Furniture,12.54,5.58,109,64,4,9,FALSE,Road,1386,Mushroom Pkg (Mycelium),6.82,8.69
13805,17-02-2025,Perfume Bottle,Beauty,0.44,0.04,9,5,4,10,TRUE,Road,220,Mushroom Pkg (Mycelium),2.18,0.048
13806,20-12-2025,Shampoo,Beauty,0.81,0.24,19,8,8,4,TRUE,Air,1924,PLA Bioplastic,1.12,3.896
13807,16-11-2025,Perfume Bottle,Beauty,0.23,0.03,10,4,4,9,TRUE,Air,2093,Mushroom Pkg (Mycelium),1.89,1.203
13808,17-08-2025,Smartphone,Electronics,0.24,0.02,14,6,1,7,TRUE,Road,436,Honeycomb Paper,1.5,0.052
13809,04-08-2025,Office Chair,Furniture,11.18,34.83,57,65,47,4,FALSE,Road,1318,Wood Crate,14.73,22.953
13810,21-12-2025,Glass Table,Furniture,17.26,5.04,90,56,5,10,FALSE,Road,985,Mushroom Pkg (Mycelium),8.9,8.501
13811,27-08-2025,T-Shirt,Clothing,0.28,0.18,22,21,2,1,FALSE,Road,586,Kraft Paper Mailer,0.31,0.082
13812,23-03-2025,Sneakers,Clothing,0.93,1.36,27,21,12,5,FALSE,Road,728,Corrugated Cardboard,1.54,0.495
13813,26-12-2025,T-Shirt,Clothing,0.26,0.17,22,19,2,2,FALSE,Air,1739,Kraft Paper Mailer,0.5,1.13
13814,14-01-2025,55-Inch TV,Electronics,16.53,9.8,129,76,5,10,TRUE,Road,2714,Mushroom Pkg (Mycelium),8.61,22.431
13815,12-01-2025,Glass Table,Furniture,15.29,4.44,94,59,4,10,FALSE,Road,2114,Mushroom Pkg (Mycelium),8.12,16.162
13816,06-04-2025,Laptop,Electronics,2.21,0.1,27,19,1,9,TRUE,Air,2789,Mushroom Pkg (Mycelium),2.68,15.409
13817,14-10-2025,55-Inch TV,Electronics,21.71,7.77,116,67,5,9,TRUE,Road,1293,Mushroom Pkg (Mycelium),10.48,14.036
13818,03-06-2025,Sofa (Sectional),Furniture,55.42,364.56,216,97,87,8,FALSE,Road,1918,Wood Crate,147.42,349.613
13819,19-03-2025,55-Inch TV,Electronics,17.2,9.14,127,72,5,10,TRUE,Road,2286,Mushroom Pkg (Mycelium),8.88,19.66
13820,18-07-2025,Perfume Bottle,Beauty,0.21,0.03,10,4,4,8,TRUE,Road,321,Mushroom Pkg (Mycelium),1.68,0.034
13821,06-10-2025,Shampoo,Beauty,0.52,0.21,21,7,7,5,TRUE,Air,1726,Wood Crate,1.21,2.244
13822,26-09-2025,Perfume Bottle,Beauty,0.42,0.04,9,4,5,10,TRUE,Air,1564,Mushroom Pkg (Mycelium),2.17,1.642
13823,09-08-2025,Winter Jacket,Clothing,1.39,3.49,51,38,9,3,TRUE,Road,133,Kraft Paper Mailer,2,0.232
13824,11-11-2025,Sneakers,Clothing,0.97,1.07,27,18,11,4,FALSE,Air,2942,Kraft Paper Mailer,1.23,7.87
13825,24-02-2025,Smartphone,Electronics,0.35,0.02,15,6,1,9,TRUE,Road,132,Mushroom Pkg (Mycelium),1.94,0.023
13826,22-07-2025,Laptop,Electronics,1.66,0.2,28,18,2,7,TRUE,Air,1130,Honeycomb Paper,2.06,4.689
13827,31-10-2025,Sneakers,Clothing,1.08,1.25,29,18,12,5,FALSE,Air,2098,Kraft Paper Mailer,1.5,6.556
13828,09-06-2025,Shampoo,Beauty,0.66,0.26,20,8,8,4,TRUE,Air,2801,PLA Bioplastic,1.06,4.622
13829,29-10-2025,Sofa (Sectional),Furniture,75.06,286.72,214,87,77,7,FALSE,Road,766,Wood Crate,116.09,109.814
13830,24-06-2025,Smartphone,Electronics,0.35,0,15,6,0,7,TRUE,Road,233,Honeycomb Paper,1.54,0.041
13831,17-01-2025,55-Inch TV,Electronics,21.84,8.07,109,74,5,10,TRUE,Road,1884,Mushroom Pkg (Mycelium),10.74,20.573
13832,14-01-2025,Laptop,Electronics,2.49,0.11,31,18,1,9,TRUE,Air,1651,Mushroom Pkg (Mycelium),2.8,10.277
13833,21-05-2025,Shampoo,Beauty,0.65,0.21,19,7,8,4,TRUE,Air,2298,PLA Bioplastic,1.06,3.734
13834,29-08-2025,Perfume Bottle,Beauty,0.25,0.04,9,4,5,8,TRUE,Air,1322,Mushroom Pkg (Mycelium),1.7,0.826
13835,13-08-2025,Laptop,Electronics,2.28,0.23,30,19,2,8,TRUE,Air,1071,Mushroom Pkg (Mycelium),2.51,6.105
13836,10-10-2025,Sneakers,Clothing,0.82,1.41,31,19,12,5,FALSE,Air,1374,Kraft Paper Mailer,1.56,4.843
13837,07-10-2025,Sofa (Sectional),Furniture,76.41,280.14,190,97,76,6,FALSE,Road,1380,Wood Crate,113.26,193.297
13838,21-08-2025,Office Chair,Furniture,14.94,34.31,58,58,51,4,FALSE,Road,2902,Wood Crate,14.52,49.784
13839,05-10-2025,Winter Jacket,Clothing,1.89,3.37,52,36,9,2,TRUE,Air,2812,Kraft Paper Mailer,1.75,23.691
13840,20-06-2025,Laptop,Electronics,1.51,0.24,29,21,2,7,TRUE,Air,2226,Honeycomb Paper,2,8.403
13841,14-01-2025,55-Inch TV,Electronics,15.85,6.81,131,65,4,9,TRUE,Road,1178,Mushroom Pkg (Mycelium),8.14,9.336
13842,17-09-2025,Smart Watch,Electronics,0.15,0,5,4,0,6,TRUE,Road,337,Honeycomb Paper,1.26,0.025
13843,30-07-2025,Shampoo,Beauty,0.57,0.19,19,7,7,3,TRUE,Air,2493,PLA Bioplastic,0.83,3.553
13844,09-09-2025,Laptop,Electronics,2.43,0.23,30,19,2,9,TRUE,Road,239,Mushroom Pkg (Mycelium),2.77,0.29
13845,10-11-2025,Smartphone,Electronics,0.37,0.02,13,7,1,7,TRUE,Air,2699,Honeycomb Paper,1.55,2.497
13846,30-07-2025,Smart Watch,Electronics,0.18,0,5,4,1,4,TRUE,Road,75,Corrugated Cardboard,0.87,0.007
13847,12-09-2025,Smartphone,Electronics,0.27,0.02,13,6,1,6,TRUE,Air,1027,Honeycomb Paper,1.31,0.693
13848,10-06-2025,Ceramic Vase,Home Decor,1.24,1.06,14,13,29,9,FALSE,Air,1522,Mushroom Pkg (Mycelium),2.3,4.718
13849,29-05-2025,55-Inch TV,Electronics,22.09,9.35,123,76,5,9,TRUE,Road,179,Mushroom Pkg (Mycelium),10.64,1.977
13850,25-11-2025,Sofa (Sectional),Furniture,54,347.16,216,98,82,8,FALSE,Road,1009,Wood Crate,140.46,175.142
13851,24-05-2025,Ceramic Vase,Home Decor,2.66,1.3,15,14,31,10,FALSE,Air,1536,Mushroom Pkg (Mycelium),3.06,10.214
13852,27-07-2025,Laptop,Electronics,2.19,0.22,30,18,2,7,TRUE,Air,2560,Honeycomb Paper,2.28,14.016
13853,20-11-2025,55-Inch TV,Electronics,17.87,6.93,122,71,4,10,TRUE,Road,1236,Mushroom Pkg (Mycelium),9.15,11.044
13854,14-08-2025,Winter Jacket,Clothing,1.08,4.21,49,43,10,3,TRUE,Air,1097,Kraft Paper Mailer,2.28,11.546
13855,01-08-2025,Perfume Bottle,Beauty,0.25,0.04,9,5,4,10,TRUE,Air,1820,Mushroom Pkg (Mycelium),2.1,1.137
13856,08-02-2025,Smart Watch,Electronics,0.15,0,4,5,1,6,TRUE,Road,711,Honeycomb Paper,1.26,0.053
13857,25-09-2025,Smart Watch,Electronics,0.15,0.01,5,5,1,5,TRUE,Air,913,Honeycomb Paper,1.06,0.342
13858,24-11-2025,T-Shirt,Clothing,0.24,0.1,24,20,1,2,FALSE,Air,1627,Kraft Paper Mailer,0.5,0.976
13859,09-11-2025,Smart Watch,Electronics,0.14,0,4,5,0,6,TRUE,Air,1746,Honeycomb Paper,1.26,0.611
13860,31-01-2025,55-Inch TV,Electronics,22.08,7.75,123,63,5,9,TRUE,Road,441,Mushroom Pkg (Mycelium),10.63,4.869
13861,25-06-2025,Winter Jacket,Clothing,1.69,3.74,48,39,10,2,TRUE,Air,1062,Kraft Paper Mailer,1.9,9.93
13862,10-10-2025,T-Shirt,Clothing,0.27,0.2,26,19,2,1,FALSE,Road,352,Kraft Paper Mailer,0.31,0.048
13863,17-09-2025,T-Shirt,Clothing,0.24,0.1,24,20,1,2,FALSE,Air,1804,Kraft Paper Mailer,0.5,1.082
13864,20-02-2025,Laptop,Electronics,1.63,0.22,31,18,2,9,TRUE,Road,197,Mushroom Pkg (Mycelium),2.45,0.161
13865,24-10-2025,55-Inch TV,Electronics,24.7,5.94,116,64,4,9,TRUE,Road,1040,Mushroom Pkg (Mycelium),11.68,12.844
13866,02-06-2025,Office Chair,Furniture,11.79,42.87,63,63,54,6,FALSE,Road,1550,Wood Crate,18.35,33.224
13867,31-03-2025,Smartphone,Electronics,0.22,0,14,6,0,6,TRUE,Air,1276,Honeycomb Paper,1.29,0.702
