Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Product_Volume_m3,Material_Name,Material_Density,Cost_per_kg,Material_CO2_Factor
13114,2025-11-26,55-Inch TV,Electronics,24.38,7.44,124,75,4.0,10,True,Road,2188,Mushroom Pkg (Mycelium),11.75,26.672,0.0372,Food-Grade Mushroom Mycelium,146,5.1,0.486
13115,2025-05-02,Perfume Bottle,Beauty,0.2,0.05,10,5,5.0,10,True,Road,355,Mushroom Pkg (Mycelium),2.08,0.036,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
13116,2025-04-11,Sofa (Sectional),Furniture,73.47,310.0,207,96,78.0,6,False,Road,2431,Wood Crate,125.2,376.805,1.550016,Lightweight Plywood,515,2.23,0.535
13117,2025-09-17,Ceramic Vase,Home Decor,2.99,1.17,13,15,30.0,10,False,Air,2942,Mushroom Pkg (Mycelium),3.2,21.991,0.00585,Food-Grade Mushroom Mycelium,146,5.1,0.486
13118,2025-09-27,Perfume Bottle,Beauty,0.43,0.04,10,4,5.0,10,True,Road,177,Mushroom Pkg (Mycelium),2.17,0.038,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
13119,2025-01-05,Glass Table,Furniture,16.9,4.39,90,61,4.0,9,False,Road,225,Mushroom Pkg (Mycelium),8.56,1.901,0.02196,Food-Grade Mushroom Mycelium,146,5.1,0.486
13120,2025-11-05,T-Shirt,Clothing,0.21,0.19,25,19,2.0,2,False,Air,1366,Kraft Paper Mailer,0.48,0.717,0.00095,Single-Ply Kraft Paper,742,0.91,0.742
13121,2025-12-09,Winter Jacket,Clothing,1.38,3.47,47,41,9.0,4,True,Air,1918,Kraft Paper Mailer,2.19,16.639,0.017343,Single-Ply Kraft Paper,742,0.91,0.742
13122,2026-01-02,Winter Jacket,Clothing,1.4,3.24,50,36,9.0,3,True,Air,2419,Kraft Paper Mailer,1.9,19.594,0.0162,Single-Ply Kraft Paper,742,0.91,0.742
13123,2025-11-01,Winter Jacket,Clothing,1.82,4.0,50,40,10.0,2,True,Air,1134,Kraft Paper Mailer,2.0,11.34,0.02,Single-Ply Kraft Paper,742,0.91,0.742
13124,2025-06-23,Perfume Bottle,Beauty,0.38,0.04,10,5,4.0,8,True,Road,140,Mushroom Pkg (Mycelium),1.75,0.027,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
13125,2025-05-26,55-Inch TV,Electronics,19.04,7.34,108,68,5.0,10,True,Road,2842,Mushroom Pkg (Mycelium),9.62,27.056,0.03672,Food-Grade Mushroom Mycelium,146,5.1,0.486
13126,2025-08-07,Sofa (Sectional),Furniture,58.01,300.54,213,85,83.0,7,False,Road,2386,Wood Crate,121.62,358.544,1.502715,Lightweight Plywood,515,2.23,0.535
13127,2025-01-28,Winter Jacket,Clothing,1.99,4.35,53,41,10.0,3,True,Road,318,Kraft Paper Mailer,2.34,0.692,0.02173,Single-Ply Kraft Paper,742,0.91,0.742
13128,2025-05-13,Winter Jacket,Clothing,1.08,3.72,49,38,10.0,3,True,Air,1418,Kraft Paper Mailer,2.09,13.187,0.01862,Single-Ply Kraft Paper,742,0.91,0.742
13129,2025-10-17,Perfume Bottle,Beauty,0.34,0.04,9,4,5.0,10,True,Air,1982,Mushroom Pkg (Mycelium),2.14,1.685,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
13130,2025-01-27,Shampoo,Beauty,0.73,0.22,20,7,8.0,3,True,Air,1954,PLA Bioplastic,0.89,3.566,0.00112,Lightweight PET Plastic,1082,0.97,1.941
13131,2025-10-30,Laptop,Electronics,1.64,0.24,30,20,2.0,8,True,Air,869,Mushroom Pkg (Mycelium),2.26,3.563,0.0012,Food-Grade Mushroom Mycelium,146,5.1,0.486
13132,2025-10-07,Winter Jacket,Clothing,1.36,4.08,51,40,10.0,3,True,Air,2486,Kraft Paper Mailer,2.23,25.357,0.0204,Single-Ply Kraft Paper,742,0.91,0.742
13133,2025-05-14,Smartphone,Electronics,0.27,0.0,15,6,1.7302913453299058,6,True,Air,988,Honeycomb Paper,1.31,0.667,0.00015572622107969152,Single-Ply Kraft Paper,742,0.91,0.742
13134,2025-08-30,Glass Table,Furniture,12.78,6.39,103,62,5.0,10,False,Road,2981,Mushroom Pkg (Mycelium),7.11,19.049,0.03193,Food-Grade Mushroom Mycelium,146,5.1,0.486
13135,2025-10-13,Smart Watch,Electronics,0.18,0.0,4,5,1.7302913453299058,5,True,Air,851,Honeycomb Paper,1.07,0.383,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
13136,2025-10-22,Sneakers,Clothing,0.99,1.03,27,19,10.0,5,False,Air,889,Kraft Paper Mailer,1.41,2.289,0.00513,Single-Ply Kraft Paper,742,0.91,0.742
13137,2025-11-14,T-Shirt,Clothing,0.22,0.09,22,20,1.0,1,False,Air,2487,Kraft Paper Mailer,0.29,1.368,0.00044,Single-Ply Kraft Paper,742,0.91,0.742
13138,2025-05-07,Sofa (Sectional),Furniture,58.34,268.01,199,91,74.0,8,False,Road,2978,Wood Crate,108.8,399.067,1.340066,Lightweight Plywood,515,2.23,0.535
13139,2025-11-09,55-Inch TV,Electronics,23.03,7.02,131,67,4.0,9,True,Road,513,Mushroom Pkg (Mycelium),11.01,5.907,0.035108,Food-Grade Mushroom Mycelium,146,5.1,0.486
13140,2025-11-15,Winter Jacket,Clothing,1.85,4.45,53,42,10.0,2,True,Air,1089,Kraft Paper Mailer,2.18,12.115,0.02226,Single-Ply Kraft Paper,742,0.91,0.742
13141,2025-03-25,Sneakers,Clothing,0.82,1.11,28,18,11.0,3,False,Air,1255,Kraft Paper Mailer,1.04,3.483,0.005544,Single-Ply Kraft Paper,742,0.91,0.742
13142,2025-12-29,55-Inch TV,Electronics,23.72,6.81,115,74,4.0,10,True,Road,1143,Mushroom Pkg (Mycelium),11.49,13.556,0.03404,Food-Grade Mushroom Mycelium,146,5.1,0.486
13143,2025-05-06,Winter Jacket,Clothing,1.79,3.05,47,36,9.0,2,True,Air,2108,Kraft Paper Mailer,1.62,16.073,0.015228,Single-Ply Kraft Paper,742,0.91,0.742
13144,2025-11-16,Perfume Bottle,Beauty,0.24,0.04,10,4,5.0,9,True,Air,1820,Mushroom Pkg (Mycelium),1.9,1.092,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
13145,2025-07-14,Perfume Bottle,Beauty,0.28,0.04,9,5,4.0,8,True,Road,676,Styrofoam (EPS),1.71,0.095,0.00018,UV-Stabilized Polyurethane Foam,29,2.31,3.497
13146,2025-10-02,Sofa (Sectional),Furniture,74.19,306.26,199,95,81.0,6,False,Road,1099,Wood Crate,123.7,168.29,1.531305,Lightweight Plywood,515,2.23,0.535
13147,2025-10-28,Sofa (Sectional),Furniture,54.34,295.97,210,87,81.0,7,False,Road,2267,Wood Crate,119.79,335.482,1.47987,Lightweight Plywood,515,2.23,0.535
13148,2025-10-24,Smartphone,Electronics,0.33,0.0,15,7,1.7302913453299058,9,True,Air,1440,Mushroom Pkg (Mycelium),1.93,1.188,0.0001816805912596401,Food-Grade Mushroom Mycelium,146,5.1,0.486
13149,2025-02-24,Winter Jacket,Clothing,1.21,3.44,49,39,9.0,2,True,Air,1928,Kraft Paper Mailer,1.78,16.581,0.017199,Single-Ply Kraft Paper,742,0.91,0.742
13150,2025-06-07,Office Chair,Furniture,11.19,30.74,61,56,45.0,6,False,Road,1886,Wood Crate,13.5,28.988,0.15372,Lightweight Plywood,515,2.23,0.535
13151,2025-10-05,Smartphone,Electronics,0.32,0.0,13,6,1.7302913453299058,7,True,Air,1022,Honeycomb Paper,1.53,0.818,0.00013496272493573267,Single-Ply Kraft Paper,742,0.91,0.742
13152,2025-05-31,Sneakers,Clothing,1.07,1.41,31,19,12.0,4,False,Air,1934,Wood Crate,1.36,6.817,0.007068,Lightweight Plywood,515,2.23,0.535
13153,2025-04-05,Sneakers,Clothing,0.94,1.48,32,21,11.0,5,False,Air,2814,Kraft Paper Mailer,1.59,10.412,0.007392,Single-Ply Kraft Paper,742,0.91,0.742
13154,2025-05-23,Winter Jacket,Clothing,1.1,3.2,48,37,9.0,3,True,Air,1596,Kraft Paper Mailer,1.88,12.768,0.015984,Single-Ply Kraft Paper,742,0.91,0.742
13155,2025-09-13,Shampoo,Beauty,0.65,0.21,21,7,7.0,5,True,Air,2316,PLA Bioplastic,1.26,3.764,0.001029,Lightweight PET Plastic,1082,0.97,1.941
13156,2025-09-13,Smart Watch,Electronics,0.1,0.0,4,5,1.7302913453299058,6,True,Air,1605,Honeycomb Paper,1.24,0.401,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
13157,2025-09-09,Office Chair,Furniture,11.7,40.85,61,62,54.0,4,False,Road,1164,Wood Crate,17.14,23.775,0.204228,Lightweight Plywood,515,2.23,0.535
13158,2025-03-18,Winter Jacket,Clothing,1.98,3.2,48,37,9.0,3,True,Air,859,Kraft Paper Mailer,1.88,6.872,0.015984,Single-Ply Kraft Paper,742,0.91,0.742
13159,2025-01-13,Laptop,Electronics,2.13,0.22,29,19,2.0,8,True,Air,1263,Mushroom Pkg (Mycelium),2.45,6.725,0.001102,Food-Grade Mushroom Mycelium,146,5.1,0.486
13160,2025-03-19,Perfume Bottle,Beauty,0.38,0.04,9,5,5.0,10,True,Air,1046,Mushroom Pkg (Mycelium),2.15,0.994,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
13161,2025-02-12,Glass Table,Furniture,14.01,5.58,93,60,5.0,10,False,Road,283,Mushroom Pkg (Mycelium),7.6,1.982,0.0279,Food-Grade Mushroom Mycelium,146,5.1,0.486
13162,2025-10-31,Sofa (Sectional),Furniture,57.37,229.78,197,81,72.0,5,False,Road,2536,Wood Crate,92.91,291.361,1.148904,Lightweight Plywood,515,2.23,0.535
13163,2025-12-18,Laptop,Electronics,2.37,0.11,29,19,1.0,9,True,Air,1758,Mushroom Pkg (Mycelium),2.75,10.416,0.000551,Food-Grade Mushroom Mycelium,146,5.1,0.486
13164,2025-05-17,Office Chair,Furniture,13.21,44.93,64,65,54.0,6,False,Road,2992,Wood Crate,19.17,67.215,0.22464,Lightweight Plywood,515,2.23,0.535
13165,2025-11-07,Shampoo,Beauty,0.86,0.21,19,8,7.0,3,True,Air,1024,PLA Bioplastic,0.94,2.202,0.001064,Lightweight PET Plastic,1082,0.97,1.941
13166,2025-10-26,Winter Jacket,Clothing,1.87,3.95,51,43,9.0,3,True,Road,743,Kraft Paper Mailer,2.18,1.467,0.019737,Single-Ply Kraft Paper,742,0.91,0.742
13167,2025-03-20,Shampoo,Beauty,0.7,0.18,18,7,7.0,3,True,Air,1663,PLA Bioplastic,0.88,2.91,0.000882,Lightweight PET Plastic,1082,0.97,1.941
13168,2025-03-15,Shampoo,Beauty,0.68,0.21,19,7,8.0,4,True,Air,1625,PLA Bioplastic,1.07,2.763,0.001064,Lightweight PET Plastic,1082,0.97,1.941
13169,2025-04-23,Smart Watch,Electronics,0.2,0.0,5,4,1.0,5,True,Air,1243,Honeycomb Paper,1.08,0.622,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
13170,2025-03-19,Smartphone,Electronics,0.34,0.0,14,7,1.7302913453299058,9,True,Air,1974,Mushroom Pkg (Mycelium),1.94,1.678,0.00016956855184233077,Food-Grade Mushroom Mycelium,146,5.1,0.486
13171,2025-09-05,Office Chair,Furniture,11.04,34.15,58,64,46.0,4,False,Road,521,Wood Crate,14.46,8.896,0.170752,Lightweight Plywood,515,2.23,0.535
13172,2025-03-30,55-Inch TV,Electronics,17.53,6.69,123,68,4.0,10,True,Road,1583,Mushroom Pkg (Mycelium),9.01,13.875,0.033456,Food-Grade Mushroom Mycelium,146,5.1,0.486
13173,2025-04-20,Shampoo,Beauty,0.92,0.2,18,8,7.0,5,True,Air,1964,PLA Bioplastic,1.37,4.517,0.001008,Lightweight PET Plastic,1082,0.97,1.941
13174,2025-08-19,Perfume Bottle,Beauty,0.27,0.03,10,4,4.0,9,True,Air,1794,Mushroom Pkg (Mycelium),1.91,1.211,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
13175,2025-12-09,55-Inch TV,Electronics,17.44,7.58,128,74,4.0,10,True,Road,1760,Mushroom Pkg (Mycelium),8.98,15.347,0.037888,Food-Grade Mushroom Mycelium,146,5.1,0.486
13176,2025-05-02,Smart Watch,Electronics,0.13,0.0,4,4,1.0,4,True,Air,1746,Corrugated Cardboard,0.85,0.567,1.6e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
13177,2025-09-23,55-Inch TV,Electronics,20.01,8.28,120,69,5.0,10,True,Road,57,Mushroom Pkg (Mycelium),10.0,0.57,0.0414,Food-Grade Mushroom Mycelium,146,5.1,0.486
13178,2025-04-29,Ceramic Vase,Home Decor,2.61,1.25,14,14,32.0,10,False,Air,930,Mushroom Pkg (Mycelium),3.04,6.068,0.006272,Food-Grade Mushroom Mycelium,146,5.1,0.486
13179,2025-12-07,T-Shirt,Clothing,0.19,0.19,27,18,2.0,1,False,Air,1044,Kraft Paper Mailer,0.28,0.496,0.000972,Single-Ply Kraft Paper,742,0.91,0.742
13180,2025-11-19,Smartphone,Electronics,0.31,0.0,14,7,1.7302913453299058,8,True,Air,2829,Mushroom Pkg (Mycelium),1.72,2.192,0.00016956855184233077,Food-Grade Mushroom Mycelium,146,5.1,0.486
13181,2025-09-01,Glass Table,Furniture,19.75,5.33,97,55,5.0,10,False,Road,1835,Mushroom Pkg (Mycelium),9.9,18.121,0.026675,Food-Grade Mushroom Mycelium,146,5.1,0.486
13182,2025-12-04,Sneakers,Clothing,1.18,1.27,32,18,11.0,3,False,Air,1494,Kraft Paper Mailer,1.11,4.743,0.006336,Single-Ply Kraft Paper,742,0.91,0.742
13183,2025-07-14,Perfume Bottle,Beauty,0.38,0.04,9,4,5.0,9,True,Air,1723,Mushroom Pkg (Mycelium),1.95,1.637,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
13184,2025-11-04,Glass Table,Furniture,12.17,5.12,93,55,5.0,9,False,Road,501,Mushroom Pkg (Mycelium),6.67,3.049,0.025575,Food-Grade Mushroom Mycelium,146,5.1,0.486
13185,2025-10-07,Glass Table,Furniture,15.6,5.41,109,62,4.0,9,False,Road,2970,Mushroom Pkg (Mycelium),8.04,23.166,0.027032,Food-Grade Mushroom Mycelium,146,5.1,0.486
13186,2025-12-15,Laptop,Electronics,1.59,0.13,32,20,1.0,9,True,Air,1525,Mushroom Pkg (Mycelium),2.44,6.062,0.00064,Food-Grade Mushroom Mycelium,146,5.1,0.486
13187,2025-09-17,55-Inch TV,Electronics,21.77,7.39,112,66,5.0,10,True,Road,2244,Mushroom Pkg (Mycelium),10.71,24.426,0.03696,Food-Grade Mushroom Mycelium,146,5.1,0.486
13188,2025-12-19,Sneakers,Clothing,0.94,1.07,27,18,11.0,4,False,Road,284,Kraft Paper Mailer,1.23,0.152,0.005346,Single-Ply Kraft Paper,742,0.91,0.742
13189,2025-11-23,T-Shirt,Clothing,0.25,0.09,23,19,1.0,1,False,Air,875,Kraft Paper Mailer,0.3,0.547,0.000437,Single-Ply Kraft Paper,742,0.91,0.742
13190,2025-12-31,Glass Table,Furniture,16.96,5.1,108,59,4.0,10,False,Road,2648,Mushroom Pkg (Mycelium),8.78,22.455,0.025488,Food-Grade Mushroom Mycelium,146,5.1,0.486
13191,2025-10-06,Sneakers,Clothing,0.92,1.41,32,20,11.0,5,False,Air,2485,Kraft Paper Mailer,1.56,8.76,0.00704,Single-Ply Kraft Paper,742,0.91,0.742
13192,2025-04-21,55-Inch TV,Electronics,18.16,7.36,121,76,4.0,10,True,Road,1409,Mushroom Pkg (Mycelium),9.26,12.794,0.036784,Food-Grade Mushroom Mycelium,146,5.1,0.486
13193,2025-03-16,Perfume Bottle,Beauty,0.42,0.04,10,5,4.0,10,True,Air,2644,Mushroom Pkg (Mycelium),2.17,2.776,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
13194,2025-08-12,Glass Table,Furniture,14.37,4.69,93,63,4.0,10,False,Road,2697,Mushroom Pkg (Mycelium),7.75,19.378,0.023436,Food-Grade Mushroom Mycelium,146,5.1,0.486
13195,2025-11-28,Sneakers,Clothing,0.95,1.23,27,19,12.0,4,False,Road,426,Kraft Paper Mailer,1.29,0.262,0.006156,Single-Ply Kraft Paper,742,0.91,0.742
13196,2026-01-01,Smartphone,Electronics,0.31,0.0,13,7,1.7302913453299058,8,True,Air,819,Mushroom Pkg (Mycelium),1.72,0.635,0.00015745651242502143,Food-Grade Mushroom Mycelium,146,5.1,0.486
13197,2025-06-25,Ceramic Vase,Home Decor,1.33,1.14,14,14,29.0,10,False,Air,1120,Mushroom Pkg (Mycelium),2.53,3.724,0.005684,Food-Grade Mushroom Mycelium,146,5.1,0.486
13198,2025-03-03,Laptop,Electronics,1.84,0.25,31,20,2.0,8,True,Road,232,Mushroom Pkg (Mycelium),2.34,0.213,0.00124,Food-Grade Mushroom Mycelium,146,5.1,0.486
13199,2025-04-13,Perfume Bottle,Beauty,0.27,0.03,9,4,4.0,10,True,Road,128,Mushroom Pkg (Mycelium),2.11,0.017,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
13200,2025-08-25,Smart Watch,Electronics,0.13,0.0,5,4,1.0,4,True,Air,2551,Corrugated Cardboard,0.85,0.829,2e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
13201,2025-01-10,Office Chair,Furniture,13.18,33.04,63,57,46.0,6,False,Road,1067,Wood Crate,14.42,17.627,0.165186,Lightweight Plywood,515,2.23,0.535
13202,2025-02-21,Shampoo,Beauty,0.87,0.2,18,7,8.0,3,True,Air,937,PLA Bioplastic,0.95,2.038,0.001008,Lightweight PET Plastic,1082,0.97,1.941
13203,2025-02-03,Glass Table,Furniture,16.12,5.72,106,54,5.0,10,False,Road,2903,Kraft Paper Mailer,8.45,23.398,0.02862,Single-Ply Kraft Paper,742,0.91,0.742
13204,2025-05-13,Office Chair,Furniture,10.15,42.18,63,62,54.0,4,False,Road,2740,Wood Crate,17.67,57.787,0.210924,Lightweight Plywood,515,2.23,0.535
13205,2025-05-18,Glass Table,Furniture,12.51,6.16,101,61,5.0,10,False,Road,596,Mushroom Pkg (Mycelium),7.0,3.728,0.030805,Food-Grade Mushroom Mycelium,146,5.1,0.486
13206,2025-02-05,Sneakers,Clothing,0.85,1.36,27,21,12.0,4,False,Air,1788,Kraft Paper Mailer,1.34,6.079,0.006804,Single-Ply Kraft Paper,742,0.91,0.742
13207,2025-01-05,Sofa (Sectional),Furniture,48.47,296.06,215,85,81.0,7,False,Road,2734,Wood Crate,119.82,404.714,1.480275,Lightweight Plywood,515,2.23,0.535
13208,2025-07-11,Office Chair,Furniture,14.28,32.66,56,54,54.0,4,False,Road,527,Wood Crate,13.86,8.606,0.163296,Lightweight Plywood,515,2.23,0.535
13209,2025-01-11,T-Shirt,Clothing,0.19,0.18,24,19,2.0,2,False,Air,1100,Cornstarch Foam,0.48,0.522,0.000912,Double-Wall Cornstarch Foam,61,3.25,1.708
13210,2025-04-11,Smart Watch,Electronics,0.18,0.0,4,4,1.7302913453299058,5,True,Air,1136,Honeycomb Paper,1.07,0.511,2.7684661525278493e-05,Single-Ply Kraft Paper,742,0.91,0.742
13211,2025-05-08,Shampoo,Beauty,0.66,0.26,20,8,8.0,3,True,Air,1196,PLA Bioplastic,0.86,1.973,0.00128,Lightweight PET Plastic,1082,0.97,1.941
13212,2025-04-29,T-Shirt,Clothing,0.15,0.19,24,20,2.0,1,False,Air,1330,Kraft Paper Mailer,0.28,0.632,0.00096,Single-Ply Kraft Paper,742,0.91,0.742
13213,2025-12-20,Shampoo,Beauty,0.98,0.22,20,7,8.0,3,True,Air,2944,PLA Bioplastic,0.99,7.213,0.00112,Lightweight PET Plastic,1082,0.97,1.941
13214,2025-09-02,Glass Table,Furniture,13.31,5.06,109,58,4.0,9,False,Road,787,Mushroom Pkg (Mycelium),7.12,5.237,0.025288,Food-Grade Mushroom Mycelium,146,5.1,0.486
13215,2025-08-11,Shampoo,Beauty,0.59,0.26,20,8,8.0,3,True,Road,673,PLA Bioplastic,0.84,0.199,0.00128,Lightweight PET Plastic,1082,0.97,1.941
13216,2025-09-26,Sneakers,Clothing,1.13,1.38,32,18,12.0,4,False,Air,2623,Kraft Paper Mailer,1.35,9.049,0.006912,Single-Ply Kraft Paper,742,0.91,0.742
13217,2025-12-11,T-Shirt,Clothing,0.27,0.17,24,18,2.0,1,False,Road,600,Kraft Paper Mailer,0.31,0.081,0.000864,Single-Ply Kraft Paper,742,0.91,0.742
13218,2025-05-31,Smart Watch,Electronics,0.14,0.0,5,4,1.0,6,True,Air,2300,Honeycomb Paper,1.26,0.805,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
13219,2025-06-04,Sofa (Sectional),Furniture,77.33,256.95,181,91,78.0,8,False,Road,996,Wood Crate,104.38,127.961,1.284738,Lightweight Plywood,515,2.23,0.535
13220,2025-11-01,Winter Jacket,Clothing,1.42,3.44,49,39,9.0,4,True,Air,2979,Kraft Paper Mailer,2.18,25.619,0.017199,Single-Ply Kraft Paper,742,0.91,0.742
13221,2025-04-20,Ceramic Vase,Home Decor,1.14,1.3,14,16,29.0,10,False,Air,2195,Mushroom Pkg (Mycelium),2.52,7.134,0.006496,Food-Grade Mushroom Mycelium,146,5.1,0.486
13222,2025-01-04,Perfume Bottle,Beauty,0.32,0.04,10,5,4.0,10,True,Air,2528,Mushroom Pkg (Mycelium),2.13,2.022,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
13223,2026-01-01,Sofa (Sectional),Furniture,74.19,301.63,191,94,84.0,6,False,Road,2106,Wood Crate,121.85,317.616,1.508136,Lightweight Plywood,515,2.23,0.535
13224,2025-11-24,Perfume Bottle,Beauty,0.31,0.05,10,5,5.0,8,True,Air,1533,Mushroom Pkg (Mycelium),1.72,1.188,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
13225,2025-07-12,Office Chair,Furniture,10.4,30.87,61,55,46.0,4,False,Road,2900,Wood Crate,13.15,44.761,0.15433,Lightweight Plywood,515,2.23,0.535
13226,2025-04-28,Ceramic Vase,Home Decor,2.99,1.34,14,15,32.0,10,False,Air,2448,Mushroom Pkg (Mycelium),3.2,18.299,0.00672,Food-Grade Mushroom Mycelium,146,5.1,0.486
13227,2025-02-04,Ceramic Vase,Home Decor,2.32,1.06,13,14,29.0,10,False,Road,438,Mushroom Pkg (Mycelium),2.93,0.508,0.005278,Food-Grade Mushroom Mycelium,146,5.1,0.486
13228,2025-08-15,Laptop,Electronics,1.9,0.12,31,20,1.0,8,True,Air,1048,Mushroom Pkg (Mycelium),2.36,4.978,0.00062,Food-Grade Mushroom Mycelium,146,5.1,0.486
13229,2025-06-08,Sofa (Sectional),Furniture,41.87,293.36,193,95,80.0,5,False,Road,1368,Wood Crate,118.34,200.658,1.4668,Lightweight Plywood,515,2.23,0.535
13230,2025-10-19,Sneakers,Clothing,0.99,1.16,29,20,10.0,4,False,Air,986,Kraft Paper Mailer,1.26,2.859,0.0058,Single-Ply Kraft Paper,742,0.91,0.742
13231,2025-10-24,Winter Jacket,Clothing,1.61,3.18,49,36,9.0,3,True,Air,1334,Styrofoam (EPS),1.87,10.605,0.015876,UV-Stabilized Polyurethane Foam,29,2.31,3.497
13232,2025-03-12,Perfume Bottle,Beauty,0.45,0.04,9,5,5.0,8,True,Air,2995,Mushroom Pkg (Mycelium),1.78,3.369,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
13233,2025-06-19,T-Shirt,Clothing,0.24,0.09,23,20,1.0,1,False,Road,622,Bubble Wrap (LDPE),0.3,0.075,0.00046,Standard Bubble Wrap (LDPE),890,2.13,2.807
13234,2025-05-31,Winter Jacket,Clothing,1.11,4.35,53,41,10.0,3,True,Air,1059,Kraft Paper Mailer,2.34,11.517,0.02173,Single-Ply Kraft Paper,742,0.91,0.742
13235,2025-09-30,Glass Table,Furniture,14.19,4.23,98,54,4.0,10,False,Road,1393,Recycled PET Box,7.68,9.883,0.021168,Lightweight PET Plastic,1082,0.97,1.941
13236,2025-04-01,Shampoo,Beauty,0.87,0.21,19,7,8.0,4,True,Road,190,PLA Bioplastic,1.15,0.083,0.001064,Lightweight PET Plastic,1082,0.97,1.941
13237,2025-04-08,Perfume Bottle,Beauty,0.45,0.03,9,4,4.0,9,True,Air,857,Mushroom Pkg (Mycelium),1.98,0.964,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
13238,2025-11-14,Ceramic Vase,Home Decor,2.12,1.17,13,15,30.0,10,False,Air,2352,Mushroom Pkg (Mycelium),2.85,12.466,0.00585,Food-Grade Mushroom Mycelium,146,5.1,0.486
13239,2025-12-12,Office Chair,Furniture,12.52,34.2,63,59,46.0,5,False,Road,476,Wood Crate,14.68,8.14,0.170982,Lightweight Plywood,515,2.23,0.535
13240,2025-04-12,55-Inch TV,Electronics,15.04,8.25,110,75,5.0,9,True,Road,2696,Mushroom Pkg (Mycelium),7.82,20.274,0.04125,Food-Grade Mushroom Mycelium,146,5.1,0.486
13241,2025-07-25,Sofa (Sectional),Furniture,44.02,304.34,206,89,83.0,8,False,Road,1061,Wood Crate,123.34,161.452,1.521722,Lightweight Plywood,515,2.23,0.535
13242,2025-05-05,Office Chair,Furniture,14.85,37.94,60,62,51.0,5,False,Road,2306,Wood Crate,16.18,43.745,0.18972,Lightweight Plywood,515,2.23,0.535
13243,2025-03-07,55-Inch TV,Electronics,19.34,6.93,117,74,4.0,9,True,Road,1080,Mushroom Pkg (Mycelium),9.54,10.444,0.034632,Food-Grade Mushroom Mycelium,146,5.1,0.486
13244,2025-04-23,Ceramic Vase,Home Decor,2.85,1.29,13,16,31.0,10,False,Air,2005,Mushroom Pkg (Mycelium),3.14,14.286,0.006448,Food-Grade Mushroom Mycelium,146,5.1,0.486
13245,2025-03-13,Perfume Bottle,Beauty,0.38,0.04,10,5,4.0,10,True,Air,2719,Mushroom Pkg (Mycelium),2.15,2.583,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
13246,2025-05-15,Glass Table,Furniture,14.94,5.39,93,58,5.0,9,False,Road,2635,Mushroom Pkg (Mycelium),7.78,19.683,0.02697,Food-Grade Mushroom Mycelium,146,5.1,0.486
13247,2025-09-16,Smart Watch,Electronics,0.11,0.0,5,5,1.7302913453299058,5,True,Air,1374,Honeycomb Paper,1.04,0.378,4.325728363324764e-05,Single-Ply Kraft Paper,742,0.91,0.742
13248,2025-12-05,Perfume Bottle,Beauty,0.22,0.03,10,4,4.0,9,True,Air,1259,Mushroom Pkg (Mycelium),1.89,0.692,0.00016,Food-Grade Mushroom Mycelium,146,5.1,0.486
13249,2025-01-03,Laptop,Electronics,1.84,0.12,30,20,1.0,7,True,Air,1742,Honeycomb Paper,2.14,8.013,0.0006,Single-Ply Kraft Paper,742,0.91,0.742
13250,2025-03-31,Smartphone,Electronics,0.31,0.02,15,6,1.0,9,True,Road,676,Kraft Paper Mailer,1.92,0.105,9e-05,Single-Ply Kraft Paper,742,0.91,0.742
13251,2025-04-27,Sneakers,Clothing,1.15,1.32,30,20,11.0,4,False,Air,1652,Kraft Paper Mailer,1.33,5.452,0.0066,Single-Ply Kraft Paper,742,0.91,0.742
13252,2025-09-23,Winter Jacket,Clothing,1.86,4.03,48,42,10.0,3,True,Air,1051,Kraft Paper Mailer,2.21,10.589,0.02016,Single-Ply Kraft Paper,742,0.91,0.742
