Record_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Closure_Type,Barrier_Level,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Shelf_Life_Days,Recyclability_Percentage,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_0_1,Breakage_Risk_0_1,Recycling_Label,Logistics_Region,End_of_Life_Score_0_1,Overall_Sustainability_Score_0_1
3800,Electronics,Laptop,Can,Composite (Plastic+Paper),Heat Seal,Low,2.123,0.4635,0.218,97,37,0.8307,0.129,0.059,Check Locally,Urban Metro,0.402,0.243
3801,Apparel & Fashion,Jeans,Tray,Composite (Plastic+Paper),Flip Top,Medium,0.685,0.0577,0.084,161,22,0.092,0.143,0.073,Widely Recycled,Urban Metro,0.789,0.491
3802,Baby Products,Baby Food,Tube,Bioplastic,Snap Fit,High,0.235,0.0397,0.169,352,74,0.023,0.918,0.147,Widely Recycled,Urban Metro,0.933,0.894
3803,Baby Products,Diapers,Sachet,Rigid Plastic,Heat Seal,Medium,1.138,0.0927,0.081,249,22,0.1898,0.272,0.101,Not Recycled,Rural,0.48,0.454
3804,Cosmetics,Mascara,Tube,Rigid Plastic,Flip Top,Medium,0.05,0.005,0.1,172,47,0.0151,0.272,0.109,Not Recycled,Tier-1 City,0.293,0.54
3805,Apparel & Fashion,T-Shirt,Bottle,Bioplastic,Flip Top,Medium,0.197,0.0191,0.097,99,82,0.0237,0.72,0.035,Check Locally,Tier-2 City,0.529,0.794
3806,Personal Care,Shampoo,Bottle,Rigid Plastic,Flip Top,Medium,0.194,0.0402,0.207,155,45,0.1043,0.238,0.127,Check Locally,Urban Metro,0.708,0.559
3807,Personal Care,Shampoo,Tub,Bioplastic,Pump,Low,0.232,0.0274,0.118,97,97,0.0157,0.768,0.133,Not Recycled,Tier-2 City,0.359,0.823
3808,Cosmetics,Lipstick,Tub,Rigid Plastic,Pump,Low,0.05,0.0074,0.147,43,57,0.0294,0.165,0.075,Return to Store,Tier-1 City,0.149,0.507
3809,Household Care,Floor Cleaner,Blister Pack,Steel,Zipper,Medium,0.994,0.1518,0.153,201,58,0.434,0.148,0.039,Check Locally,Tier-1 City,0.732,0.469
3810,Apparel & Fashion,Jeans,Tube,Bioplastic,None,High,0.75,0.1591,0.212,340,81,0.1798,0.72,0.015,Widely Recycled,Tier-2 City,0.913,0.802
3811,Stationery,Notebook,Carton,Paperboard,Heat Seal,Medium,0.401,0.0609,0.152,194,82,0.0209,0.95,0.142,Check Locally,Tier-2 City,0.551,0.868
3812,Apparel & Fashion,Jacket,Blister Pack,Corrugated Board,Pump,Medium,0.744,0.1216,0.163,171,70,0.1639,0.982,0.02,Check Locally,Rural,0.719,0.829
3813,Stationery,Printer Ink,Blister Pack,Bioplastic,Pump,High,0.29,0.0282,0.097,247,98,0.0336,0.832,0.057,Widely Recycled,Tier-2 City,0.994,0.934
3814,Cosmetics,Nail Polish,Pouch,Glass,Heat Seal,Medium,0.05,0.016,0.32,200,75,0.0218,0.141,0.201,Widely Recycled,Urban Metro,0.725,0.632
3815,Pet Care,Pet Shampoo,Box,Composite (Plastic+Paper),Snap Fit,Low,0.346,0.0763,0.221,98,77,0.1646,0.126,0.012,Check Locally,Urban Metro,0.592,0.572
3816,Stationery,Pen,Box,Composite (Plastic+Paper),Zipper,Low,0.05,0.0104,0.207,61,44,0.0172,0.003,0.079,Widely Recycled,Rural,0.735,0.517
3817,Stationery,Printer Ink,Box,Composite (Plastic+Paper),Flip Top,Medium,0.282,0.0532,0.188,268,23,0.089,0.149,0.018,Check Locally,Tier-1 City,0.612,0.469
3818,Food & Beverage,Soft Drinks,Bottle,Rigid Plastic,Flip Top,Ultra High,0.997,0.216,0.217,247,67,0.6165,0.055,0.088,Check Locally,Urban Metro,0.458,0.369
3819,Pet Care,Pet Food,Sachet,Bioplastic,Zipper,Low,2.322,0.2488,0.107,75,83,0.2698,0.946,0.101,Widely Recycled,Urban Metro,0.868,0.841
3820,Apparel & Fashion,Jeans,Box,Composite (Plastic+Paper),Heat Seal,Low,0.835,0.1886,0.226,111,55,0.4499,0.141,0.099,Return to Store,Urban Metro,0.417,0.409
3821,Apparel & Fashion,Jacket,Tub,Rigid Plastic,Pump,Medium,1.005,0.1597,0.159,153,56,0.4112,0.119,0.104,Compostable,Tier-2 City,0.706,0.459
3822,Stationery,Marker,Box,Paperboard,Screw Cap,Low,0.05,0.0075,0.149,32,94,0.0053,0.798,0.113,Widely Recycled,Urban Metro,0.862,0.903
3823,Electronics,Mobile Phone,Tray,Paperboard,Pump,Low,0.439,0.0661,0.15,69,91,0.0914,0.742,0.046,Widely Recycled,Tier-1 City,0.86,0.852
3824,Healthcare OTC,Pain Relief,Pouch,Bioplastic,Zipper,Ultra High,0.051,0.0066,0.129,205,99,0.0049,0.946,0.044,Check Locally,Tier-1 City,0.778,0.948
3825,Electronics,Headphones,Carton,Corrugated Board,None,High,0.336,0.0387,0.115,363,99,0.0128,0.997,0.049,Widely Recycled,Urban Metro,0.82,0.966
3826,Food & Beverage,Dairy,Sachet,Flexible Plastic,Heat Seal,Ultra High,0.662,0.1425,0.215,295,23,0.3471,0.193,0.136,Check Locally,Rural,0.666,0.412
3827,Electronics,Mobile Phone,Blister Pack,Glass,Pump,Low,0.381,0.0992,0.26,57,78,0.08,0.48,0.165,Widely Recycled,Urban Metro,0.726,0.724
3828,Baby Products,Baby Lotion,Sachet,Rigid Plastic,None,High,0.29,0.0516,0.178,286,51,0.1144,0.286,0.105,Check Locally,Tier-1 City,0.583,0.568
3829,Household Care,Laundry Detergent,Can,Composite (Plastic+Paper),Screw Cap,Low,1.136,0.2212,0.195,99,61,0.8238,0.028,0.018,Check Locally,Urban Metro,0.551,0.296
3830,Food & Beverage,Confectionery,Tray,Paperboard,Flip Top,High,0.106,0.0156,0.147,186,72,0.0211,0.918,0.085,Not Recycled,Urban Metro,0.129,0.77
3831,Pet Care,Pet Shampoo,Blister Pack,Paperboard,Screw Cap,Medium,0.483,0.0589,0.122,128,94,0.0765,0.72,0.051,Widely Recycled,Urban Metro,0.848,0.857
3832,Electronics,Laptop,Bottle,Bioplastic,Flip Top,Low,2.136,0.2717,0.127,122,97,0.1843,0.796,0.059,Widely Recycled,Tier-1 City,0.965,0.871
3833,Baby Products,Baby Lotion,Pouch,Aluminium,Heat Seal,High,0.273,0.0924,0.338,328,73,0.0635,0.426,0.029,Return to Store,Urban Metro,0.216,0.624
3834,Stationery,Printer Ink,Blister Pack,Rigid Plastic,Flip Top,Medium,0.313,0.0461,0.148,191,43,0.0836,0.09,0.14,Not Recycled,Tier-2 City,0.389,0.468
3835,Cosmetics,Mascara,Tray,Composite (Plastic+Paper),Zipper,High,0.05,0.0064,0.129,294,46,0.0181,0.076,0.063,Not Recycled,Rural,0.385,0.491
3836,Baby Products,Baby Food,Tray,Paperboard,Screw Cap,Ultra High,0.241,0.0406,0.168,287,94,0.0551,0.77,0.133,Check Locally,Tier-1 City,0.444,0.816
3837,Healthcare OTC,Vitamins,Tube,Flexible Plastic,Heat Seal,High,0.191,0.0167,0.087,306,79,0.038,0.049,0.148,Widely Recycled,Urban Metro,0.725,0.611
3838,Food & Beverage,Dairy,Tub,Bioplastic,Flip Top,Medium,0.458,0.112,0.244,265,98,0.0464,0.885,0.124,Widely Recycled,Urban Metro,0.784,0.915
3839,Personal Care,Shampoo,Can,Aluminium,Flip Top,Low,0.159,0.0324,0.204,57,79,0.0391,0.233,0.014,Compostable,Urban Metro,0.89,0.69
3840,Healthcare OTC,Digestive Aid,Pouch,Paperboard,None,Ultra High,0.05,0.0047,0.093,274,92,0.0068,0.729,0.084,Compostable,Urban Metro,0.8,0.868
3841,Food & Beverage,Dairy,Tray,Composite (Plastic+Paper),Pump,Ultra High,0.623,0.0995,0.16,307,33,0.3969,0.29,0.13,Widely Recycled,Tier-2 City,0.866,0.483
3842,Baby Products,Baby Wipes,Box,Composite (Plastic+Paper),Flip Top,Ultra High,0.437,0.0996,0.228,325,56,0.2943,0.113,0.02,Not Recycled,Tier-1 City,0.316,0.434
3843,Electronics,Headphones,Box,Composite (Plastic+Paper),Snap Fit,Medium,0.304,0.0308,0.101,169,49,0.0584,0.012,0.04,Widely Recycled,Urban Metro,0.869,0.541
3844,Pet Care,Cat Litter,Pouch,Paperboard,None,Low,4.711,0.4756,0.101,87,81,0.4976,0.96,0.104,Not Recycled,Urban Metro,0.4,0.702
3845,Apparel & Fashion,Jacket,Bottle,Flexible Plastic,Flip Top,Medium,0.935,0.1581,0.169,193,77,0.6139,0.29,0.041,Not Recycled,Tier-2 City,0.223,0.43
3846,Healthcare OTC,Cold & Flu,Tub,Bioplastic,Flip Top,High,0.054,0.0132,0.244,273,79,0.0148,0.917,0.101,Check Locally,Tier-2 City,0.48,0.842
3847,Cosmetics,Mascara,Sachet,Flexible Plastic,Heat Seal,High,0.05,0.0086,0.172,311,72,0.0229,0.19,0.045,Check Locally,Tier-1 City,0.662,0.631
3848,Electronics,Small Appliance,Blister Pack,Rigid Plastic,Screw Cap,Low,2.614,0.4107,0.157,86,67,0.6973,0.182,0.067,Check Locally,Tier-1 City,0.52,0.392
3849,Pet Care,Pet Food,Tub,Flexible Plastic,Screw Cap,Medium,1.624,0.2411,0.148,251,37,0.5804,0.08,0.113,Not Recycled,Urban Metro,0.353,0.296
3850,Stationery,Notebook,Tube,Glass,None,Medium,0.297,0.0516,0.174,182,70,0.0156,0.568,0.178,Not Recycled,Tier-1 City,0.267,0.681
3851,Personal Care,Shampoo,Blister Pack,Aluminium,None,High,0.21,0.0637,0.303,369,99,0.087,0.145,0.041,Not Recycled,Urban Metro,0.231,0.602
3852,Cosmetics,Mascara,Sachet,Bioplastic,Heat Seal,Medium,0.05,0.0088,0.176,203,88,0.0092,0.85,0.114,Widely Recycled,Urban Metro,0.708,0.879
3853,Pet Care,Cat Litter,Sachet,Flexible Plastic,Heat Seal,Medium,4.135,0.4827,0.117,104,48,1.5452,0.091,0.108,Check Locally,Urban Metro,0.745,0.098
3854,Pet Care,Pet Shampoo,Box,Corrugated Board,None,High,0.324,0.0384,0.118,191,91,0.035,0.994,0.039,Check Locally,Tier-1 City,0.484,0.89
3855,Personal Care,Toothpaste,Pouch,Steel,Zipper,Medium,0.15,0.0461,0.308,178,73,0.122,0.299,0.025,Return to Store,Tier-2 City,0.13,0.555
3856,Baby Products,Baby Wipes,Can,Bioplastic,Screw Cap,Ultra High,0.367,0.0563,0.153,270,98,0.0412,0.741,0.053,Not Recycled,Urban Metro,0.242,0.793
3857,Healthcare OTC,Vitamins,Blister Pack,Tinplate,Flip Top,High,0.185,0.045,0.243,237,79,0.0769,0.29,0.023,Compostable,Urban Metro,0.961,0.706
3858,Household Care,Laundry Detergent,Tube,Glass,None,Medium,0.907,0.3093,0.341,199,75,0.2764,0.292,0.213,Widely Recycled,Tier-2 City,0.793,0.613
3859,Personal Care,Toothpaste,Tube,Rigid Plastic,Pump,Medium,0.153,0.0321,0.21,124,26,0.1229,0.085,0.121,Check Locally,Tier-2 City,0.553,0.439
3860,Healthcare OTC,Digestive Aid,Tub,Bioplastic,Pump,High,0.05,0.0124,0.248,239,76,0.017,0.864,0.073,Return to Store,Urban Metro,0.243,0.782
3861,Pet Care,Pet Food,Can,Paperboard,Screw Cap,Low,1.286,0.1934,0.15,66,90,0.2121,0.882,0.028,Not Recycled,Tier-2 City,0.418,0.791
3862,Apparel & Fashion,Jeans,Tub,Glass,Screw Cap,Low,0.84,0.1495,0.178,61,75,0.2021,0.266,0.226,Return to Store,Rural,0.267,0.547
3863,Food & Beverage,Confectionery,Pouch,Steel,Zipper,High,0.093,0.0243,0.261,312,50,0.0398,0.11,0.049,Widely Recycled,Tier-2 City,0.789,0.565
3864,Healthcare OTC,Pain Relief,Can,Bioplastic,Heat Seal,High,0.05,0.006,0.12,344,99,0.0019,0.719,0.092,Check Locally,Urban Metro,0.798,0.885
3865,Food & Beverage,Soft Drinks,Carton,Composite (Plastic+Paper),None,High,1.201,0.2375,0.198,247,75,0.3703,0.062,0.108,Not Recycled,Tier-1 City,0.332,0.447
3866,Pet Care,Pet Shampoo,Tray,Paperboard,Snap Fit,Low,0.458,0.0684,0.15,75,84,0.057,0.813,0.012,Widely Recycled,Tier-1 City,0.816,0.862
3867,Apparel & Fashion,Shoes,Sachet,Bioplastic,Heat Seal,Low,0.765,0.1438,0.188,68,80,0.1029,0.781,0.122,Not Recycled,Urban Metro,0.436,0.771
3868,Personal Care,Skin Cream,Bottle,Bioplastic,Pump,Medium,0.076,0.0081,0.107,160,84,0.0104,0.78,0.03,Return to Store,Urban Metro,0.161,0.767
3869,Electronics,Laptop,Bottle,Flexible Plastic,Screw Cap,Medium,2.09,0.3909,0.187,160,79,1.086,0.155,0.045,Not Recycled,Urban Metro,0.39,0.277
3870,Cosmetics,Nail Polish,Bottle,Glass,Pump,Medium,0.05,0.015,0.3,172,86,0.0088,0.456,0.119,Widely Recycled,Urban Metro,0.717,0.759
3871,Baby Products,Baby Wipes,Can,Aluminium,None,High,0.466,0.1157,0.248,256,90,0.1396,0.16,0.039,Widely Recycled,Rural,0.789,0.651
3872,Cosmetics,Mascara,Blister Pack,Composite (Plastic+Paper),Heat Seal,Medium,0.05,0.0056,0.111,115,35,0.018,0.084,0.099,Return to Store,Urban Metro,0.138,0.429
3873,Healthcare OTC,Pain Relief,Pouch,Paperboard,Heat Seal,High,0.058,0.0036,0.062,343,97,0.0022,0.966,0.139,Check Locally,Urban Metro,0.723,0.943
3874,Cosmetics,Lipstick,Pouch,Flexible Plastic,None,Medium,0.05,0.0118,0.237,215,70,0.0468,0.171,0.017,Return to Store,Tier-1 City,0.146,0.535
3875,Healthcare OTC,Cold & Flu,Tub,Rigid Plastic,Pump,Ultra High,0.067,0.0117,0.176,320,39,0.0441,0.001,0.115,Widely Recycled,Tier-1 City,0.759,0.499
3876,Healthcare OTC,Pain Relief,Can,Tinplate,None,Ultra High,0.052,0.0173,0.33,343,33,0.0272,0.206,0.01,Widely Recycled,Urban Metro,0.845,0.564
3877,Healthcare OTC,Digestive Aid,Box,Paperboard,Heat Seal,Ultra High,0.05,0.0062,0.124,374,70,0.0086,0.867,0.054,Widely Recycled,Tier-1 City,0.936,0.875
3878,Cosmetics,Mascara,Tube,Rigid Plastic,Flip Top,Low,0.05,0.0073,0.146,86,63,0.0149,0.226,0.104,Return to Store,Rural,0.325,0.572
3879,Personal Care,Toothpaste,Box,Corrugated Board,Screw Cap,High,0.135,0.0105,0.078,303,78,0.0137,0.894,0.035,Widely Recycled,Urban Metro,0.766,0.874
3880,Baby Products,Diapers,Bottle,Rigid Plastic,Pump,Ultra High,1.478,0.1911,0.129,295,29,0.6594,0.141,0.046,Widely Recycled,Tier-1 City,0.757,0.331
3881,Household Care,Laundry Detergent,Tub,Bioplastic,Screw Cap,Low,1.114,0.1647,0.148,126,72,0.2316,0.702,0.113,Widely Recycled,Tier-1 City,0.906,0.758
3882,Pet Care,Pet Shampoo,Pouch,Aluminium,Zipper,Medium,0.55,0.1872,0.341,224,82,0.2568,0.26,0.037,Widely Recycled,Urban Metro,0.72,0.616
3883,Baby Products,Diapers,Carton,Paperboard,Snap Fit,High,0.981,0.087,0.089,213,74,0.044,0.804,0.014,Not Recycled,Tier-2 City,0.376,0.771
3884,Apparel & Fashion,Shoes,Tray,Composite (Plastic+Paper),Zipper,Medium,0.783,0.0916,0.117,185,44,0.1406,0.267,0.048,Not Recycled,Rural,0.102,0.464
3885,Healthcare OTC,Vitamins,Pouch,Glass,Heat Seal,Ultra High,0.222,0.0646,0.291,307,70,0.0195,0.589,0.128,Widely Recycled,Urban Metro,0.925,0.785
3886,Personal Care,Soap,Blister Pack,Tinplate,Snap Fit,Low,0.105,0.034,0.325,95,81,0.0583,0.564,0.045,Check Locally,Urban Metro,0.668,0.756
3887,Cosmetics,Mascara,Tray,Composite (Plastic+Paper),None,Medium,0.05,0.008,0.161,169,65,0.0279,0.228,0.099,Widely Recycled,Tier-1 City,0.758,0.637
3888,Cosmetics,Lipstick,Pouch,Aluminium,None,Medium,0.05,0.0091,0.182,45,75,0.003,0.115,0.016,Widely Recycled,Urban Metro,0.821,0.645
3889,Cosmetics,Foundation,Bottle,Flexible Plastic,Flip Top,Medium,0.05,0.007,0.14,178,41,0.0249,0.221,0.136,Check Locally,Urban Metro,0.73,0.573
3890,Household Care,Dishwash,Carton,Paperboard,Heat Seal,Low,0.65,0.0794,0.122,100,93,0.0943,0.981,0.01,Widely Recycled,Urban Metro,0.769,0.916
3891,Apparel & Fashion,Jacket,Tube,Glass,Flip Top,Medium,0.857,0.2636,0.308,208,73,0.3374,0.561,0.205,Check Locally,Urban Metro,0.673,0.651
3892,Electronics,Small Appliance,Can,Steel,Pump,Medium,3.041,0.6526,0.215,219,76,1.8555,0.302,0.038,Compostable,Tier-2 City,0.862,0.154
3893,Apparel & Fashion,Shoes,Tray,Composite (Plastic+Paper),Heat Seal,Low,0.885,0.1176,0.133,122,76,0.3004,0.237,0.099,Not Recycled,Tier-1 City,0.486,0.546
3894,Pet Care,Pet Food,Blister Pack,Glass,Pump,Medium,2.17,0.4492,0.207,191,70,0.3078,0.586,0.089,Widely Recycled,Tier-1 City,0.75,0.672
3895,Pet Care,Pet Shampoo,Box,Paperboard,Flip Top,Low,0.445,0.0346,0.078,145,76,0.0225,0.939,0.031,Widely Recycled,Tier-2 City,0.941,0.907
3896,Electronics,Mobile Phone,Tube,Bioplastic,Flip Top,Medium,0.456,0.0571,0.125,78,79,0.0515,0.745,0.062,Check Locally,Tier-1 City,0.456,0.775
3897,Pet Care,Pet Shampoo,Bottle,Glass,Flip Top,Medium,0.352,0.0972,0.277,192,75,0.1328,0.224,0.114,Widely Recycled,Tier-1 City,0.753,0.629
3898,Personal Care,Toothpaste,Can,Glass,Screw Cap,Medium,0.179,0.0355,0.198,136,97,0.0254,0.481,0.202,Check Locally,Tier-2 City,0.549,0.763
3899,Pet Care,Pet Shampoo,Tube,Rigid Plastic,Heat Seal,Low,0.426,0.0905,0.213,113,61,0.2934,0.102,0.145,Widely Recycled,Urban Metro,0.795,0.515
3900,Personal Care,Deodorant,Can,Bioplastic,Zipper,High,0.148,0.0195,0.132,291,82,0.0181,0.922,0.133,Check Locally,Urban Metro,0.716,0.884
3901,Personal Care,Shampoo,Sachet,Glass,Zipper,High,0.209,0.0372,0.178,294,81,0.0354,0.327,0.202,Check Locally,Urban Metro,0.434,0.655
3902,Food & Beverage,Confectionery,Tube,Glass,Zipper,High,0.085,0.0222,0.26,141,99,0.0264,0.211,0.139,Check Locally,Rural,0.45,0.671
3903,Food & Beverage,Ready-to-Eat,Carton,Composite (Plastic+Paper),Screw Cap,Medium,0.239,0.0278,0.116,160,36,0.1098,0.091,0.147,Widely Recycled,Tier-2 City,0.708,0.491
3904,Household Care,Laundry Detergent,Tub,Flexible Plastic,Screw Cap,Low,1.05,0.1349,0.129,99,65,0.4916,0.177,0.061,Not Recycled,Urban Metro,0.234,0.404
3905,Electronics,Headphones,Tub,Flexible Plastic,Pump,Low,0.266,0.0276,0.104,88,31,0.1037,0.291,0.047,Not Recycled,Urban Metro,0.297,0.48
3906,Personal Care,Soap,Carton,Paperboard,Snap Fit,High,0.101,0.0106,0.104,377,85,0.0087,0.711,0.105,Check Locally,Urban Metro,0.544,0.807
3907,Electronics,Laptop,Tub,Bioplastic,Flip Top,Medium,1.986,0.3279,0.165,161,95,0.3938,0.939,0.132,Not Recycled,Urban Metro,0.278,0.743
3908,Healthcare OTC,Pain Relief,Carton,Composite (Plastic+Paper),Flip Top,High,0.05,0.0068,0.135,219,40,0.0179,0.038,0.035,Not Recycled,Tier-1 City,0.271,0.448
3909,Healthcare OTC,Cold & Flu,Pouch,Bioplastic,Heat Seal,Medium,0.05,0.0067,0.135,308,85,0.0092,0.957,0.094,Widely Recycled,Tier-2 City,0.956,0.941
3910,Personal Care,Deodorant,Tub,Bioplastic,Pump,Medium,0.157,0.0175,0.112,154,92,0.0187,0.907,0.099,Not Recycled,Urban Metro,0.21,0.828
3911,Electronics,Mobile Phone,Box,Paperboard,None,High,0.433,0.0579,0.134,240,96,0.0178,0.82,0.136,Not Recycled,Tier-1 City,0.334,0.833
3912,Household Care,Laundry Detergent,Blister Pack,Bioplastic,Snap Fit,Low,1.043,0.2202,0.211,98,71,0.1052,0.794,0.129,Widely Recycled,Tier-1 City,0.924,0.823
3913,Cosmetics,Foundation,Can,Flexible Plastic,Screw Cap,High,0.052,0.0074,0.141,334,39,0.0169,0.017,0.024,Check Locally,Rural,0.464,0.468
3914,Electronics,Mobile Phone,Box,Corrugated Board,Zipper,Low,0.362,0.0581,0.16,85,81,0.0518,0.822,0.078,Return to Store,Urban Metro,0.244,0.771
3915,Pet Care,Pet Food,Can,Paperboard,Snap Fit,Low,1.619,0.1018,0.063,77,95,0.0597,0.993,0.045,Not Recycled,Tier-2 City,0.19,0.848
3916,Baby Products,Baby Food,Carton,Corrugated Board,None,High,0.269,0.0295,0.11,281,79,0.0132,0.901,0.092,Not Recycled,Tier-2 City,0.211,0.796
3917,Apparel & Fashion,T-Shirt,Box,Composite (Plastic+Paper),Screw Cap,Low,0.246,0.0543,0.221,84,32,0.1352,0.082,0.017,Not Recycled,Urban Metro,0.169,0.39
3918,Apparel & Fashion,Jacket,Blister Pack,Rigid Plastic,Zipper,Medium,0.882,0.1176,0.133,85,72,0.1979,0.009,0.067,Return to Store,Urban Metro,0.298,0.469
3919,Stationery,Notebook,Pouch,Corrugated Board,Heat Seal,Medium,0.465,0.0456,0.098,189,79,0.0565,0.707,0.052,Not Recycled,Urban Metro,0.273,0.735
3920,Cosmetics,Foundation,Carton,Corrugated Board,Flip Top,Medium,0.053,0.0079,0.149,218,97,0.0095,0.908,0.102,Widely Recycled,Urban Metro,0.851,0.942
3921,Electronics,Mobile Phone,Can,Rigid Plastic,Zipper,Low,0.44,0.0859,0.195,66,58,0.2524,0.061,0.066,Widely Recycled,Tier-1 City,0.731,0.499
3922,Household Care,Air Freshener,Pouch,Rigid Plastic,Heat Seal,Medium,0.464,0.0747,0.161,172,67,0.1859,0.21,0.043,Return to Store,Rural,0.239,0.512
3923,Household Care,Air Freshener,Sachet,Bioplastic,None,High,0.374,0.073,0.195,256,79,0.0689,0.93,0.127,Widely Recycled,Tier-2 City,0.814,0.879
3924,Stationery,Marker,Carton,Paperboard,Pump,High,0.05,0.006,0.12,266,96,0.0046,0.753,0.091,Compostable,Urban Metro,0.992,0.914
3925,Household Care,Laundry Detergent,Tray,Composite (Plastic+Paper),Snap Fit,Low,0.957,0.077,0.081,54,22,0.1346,0.243,0.087,Widely Recycled,Tier-1 City,0.796,0.508
3926,Electronics,Headphones,Carton,Paperboard,Snap Fit,Low,0.271,0.0299,0.11,98,89,0.0172,0.904,0.125,Widely Recycled,Tier-1 City,0.91,0.926
3927,Personal Care,Shampoo,Can,Flexible Plastic,Snap Fit,Medium,0.197,0.0331,0.168,222,70,0.0985,0.105,0.113,Widely Recycled,Urban Metro,0.857,0.607
3928,Personal Care,Deodorant,Tub,Glass,Screw Cap,Low,0.133,0.0333,0.25,66,89,0.0375,0.111,0.192,Not Recycled,Urban Metro,0.303,0.592
3929,Cosmetics,Foundation,Tube,Flexible Plastic,Snap Fit,Medium,0.05,0.0053,0.107,182,42,0.0161,0.146,0.09,Check Locally,Urban Metro,0.46,0.513
3930,Stationery,Notebook,Tray,Paperboard,None,Medium,0.292,0.0207,0.071,65,92,0.0063,0.827,0.036,Widely Recycled,Tier-1 City,0.837,0.903
3931,Baby Products,Baby Food,Bottle,Flexible Plastic,Pump,Medium,0.228,0.0447,0.196,168,32,0.0965,0.023,0.078,Compostable,Urban Metro,0.718,0.468
3932,Electronics,Mobile Phone,Carton,Paperboard,None,Low,0.343,0.0492,0.143,99,93,0.0733,0.986,0.11,Not Recycled,Tier-1 City,0.274,0.849
3933,Apparel & Fashion,Jacket,Tray,Corrugated Board,Snap Fit,Medium,1.091,0.1218,0.112,227,98,0.0913,0.814,0.082,Widely Recycled,Tier-2 City,0.888,0.896
3934,Cosmetics,Mascara,Carton,Composite (Plastic+Paper),Screw Cap,Medium,0.05,0.0075,0.151,193,62,0.0282,0.115,0.15,Not Recycled,Urban Metro,0.11,0.5
3935,Healthcare OTC,Vitamins,Carton,Corrugated Board,Snap Fit,Ultra High,0.223,0.0275,0.123,207,93,0.0251,0.943,0.136,Not Recycled,Urban Metro,0.215,0.841
3936,Apparel & Fashion,T-Shirt,Tube,Rigid Plastic,Heat Seal,Low,0.361,0.0695,0.193,98,63,0.1822,0.107,0.044,Widely Recycled,Tier-1 City,0.764,0.551
3937,Pet Care,Pet Food,Tube,Glass,Snap Fit,Low,2.576,0.5774,0.224,49,76,0.3304,0.337,0.122,Check Locally,Rural,0.76,0.606
3938,Electronics,Headphones,Pouch,Aluminium,Zipper,High,0.235,0.0478,0.203,172,80,0.0637,0.494,0.038,Widely Recycled,Tier-2 City,0.972,0.775
3939,Apparel & Fashion,T-Shirt,Tube,Glass,Flip Top,Medium,0.285,0.0463,0.163,192,97,0.0176,0.244,0.105,Not Recycled,Tier-2 City,0.179,0.638
3940,Healthcare OTC,Vitamins,Box,Composite (Plastic+Paper),Snap Fit,Medium,0.218,0.0391,0.179,240,22,0.0988,0.165,0.094,Widely Recycled,Rural,0.853,0.505
3941,Food & Beverage,Dairy,Tray,Paperboard,Snap Fit,Ultra High,0.52,0.0293,0.056,260,80,0.0317,0.995,0.049,Not Recycled,Rural,0.322,0.84
3942,Food & Beverage,Dairy,Sachet,Flexible Plastic,Zipper,High,0.536,0.1196,0.223,200,52,0.3202,0.298,0.013,Return to Store,Tier-1 City,0.317,0.472
3943,Food & Beverage,Confectionery,Bottle,Flexible Plastic,Pump,Ultra High,0.086,0.014,0.162,195,43,0.0392,0.059,0.036,Check Locally,Urban Metro,0.631,0.51
3944,Baby Products,Diapers,Tray,Composite (Plastic+Paper),Snap Fit,Ultra High,0.722,0.1667,0.231,250,40,0.4953,0.248,0.042,Widely Recycled,Urban Metro,0.755,0.44
3945,Apparel & Fashion,Jacket,Box,Composite (Plastic+Paper),Screw Cap,Medium,1.037,0.2184,0.211,147,56,0.7787,0.15,0.044,Compostable,Urban Metro,0.741,0.364
3946,Food & Beverage,Dairy,Sachet,Bioplastic,None,High,0.475,0.099,0.208,356,92,0.0416,0.884,0.06,Check Locally,Tier-2 City,0.795,0.904
3947,Food & Beverage,Staples,Tray,Paperboard,Screw Cap,Ultra High,1.394,0.1023,0.073,221,79,0.1425,0.789,0.099,Check Locally,Urban Metro,0.596,0.783
3948,Healthcare OTC,Digestive Aid,Box,Corrugated Board,None,Medium,0.055,0.0097,0.177,170,81,0.0078,0.782,0.036,Compostable,Urban Metro,0.779,0.853
3949,Stationery,Pen,Tube,Bioplastic,None,Low,0.05,0.0119,0.238,127,79,0.0083,0.954,0.147,Check Locally,Tier-2 City,0.53,0.862
3950,Food & Beverage,Confectionery,Blister Pack,Flexible Plastic,Zipper,High,0.081,0.0129,0.16,284,36,0.043,0.188,0.063,Check Locally,Tier-2 City,0.464,0.504
3951,Apparel & Fashion,Shoes,Blister Pack,Corrugated Board,None,High,0.895,0.0608,0.068,330,85,0.0598,0.845,0.101,Widely Recycled,Tier-1 City,0.716,0.857
3952,Stationery,Pen,Box,Composite (Plastic+Paper),Zipper,Medium,0.05,0.0077,0.154,200,57,0.0219,0.017,0.061,Not Recycled,Tier-2 City,0.232,0.477
3953,Food & Beverage,Dairy,Blister Pack,Aluminium,Screw Cap,High,0.486,0.1058,0.218,294,87,0.146,0.372,0.013,Compostable,Tier-2 City,0.871,0.718
