material_id,material_type,tensile_strength_mpa,weight_capacity_kg,density_g_cm3,biodegradability_score,biodegradation_time_days,co2_emission_score,recyclability_percentage,production_cost_per_kg
7785,Bagasse Fiber Composite,90.42,72.6,0.96,53.28,1040.68,77.88,82.83,747.04
7786,Maleic Anhydride Grafted (MAG) Polymers,50.09,82.54,1.07,91.64,706.03,78.24,87.03,1194.05
7787,Recycled HDPE,37.05,58.72,1.25,60.53,274.41,59.69,54.16,795.12
7788,Bagasse Fiber Composite,88.6,85.15,1.11,71.13,927.9,64.96,79.95,418.93
7789,Recycled PP,8.94,113.14,1.07,91.57,327.81,90.08,61.54,1164.38
7790,Jute Fiber Composite,58.25,121.3,1.05,62.28,175.47,55.88,87.66,737.76
7791,Recycled LDPE,55.38,82.03,0.92,93.62,538.37,76.62,52.09,220.67
7792,Polylactic Acid (PLA) Blends,26.2,24.91,1.01,76.14,811.7,78.49,95.77,773.35
7793,Polylactic Acid (PLA) Blends,44.75,122.75,1.23,69.89,335.62,85.74,71.09,270.48
7794,Coconut Coir Composite,64.52,94.94,0.97,83.97,93.95,55.92,56.02,727.59
7795,Seaweed/Kelp-based Polymer,71.15,55.88,0.98,68.72,1026.28,81.02,60.52,1025.33
7796,Cork Composite,6.84,35.95,1.25,69.0,134.0,54.34,55.65,738.87
7797,Mycelium-based Material,89.72,35.55,0.98,87.34,226.07,66.35,41.94,573.45
7798,Alginate,21.35,38.12,1.01,67.22,890.64,77.09,36.66,1082.61
7799,Paper-based Composite,27.46,25.22,0.94,62.04,712.47,95.94,53.88,1127.59
7800,Coconut Coir Composite,30.11,115.67,1.22,90.86,326.55,60.0,63.19,547.49
7801,PHA (Polyhydroxyalkanoates),10.13,77.51,1.29,90.76,910.85,61.95,56.6,698.95
7802,Starch-based Polymer,17.67,94.32,1.19,76.14,470.54,84.85,32.95,1182.92
7803,Polybutylene Succinate (PBS),94.1,107.85,1.03,77.52,41.99,71.37,71.37,378.1
7804,Recycled LDPE,34.69,103.99,1.25,85.56,336.62,82.75,41.85,498.15
7805,PHA (Polyhydroxyalkanoates),16.99,113.6,1.16,76.69,530.86,99.88,46.35,628.42
7806,Recycled PP,16.25,122.54,0.97,72.31,659.9,99.4,40.21,300.89
7807,Polyhydroxyvalerate (PHV),70.47,66.77,0.99,99.76,847.54,70.4,67.39,472.04
7808,Cellulose Acetate,82.43,120.76,0.92,59.51,194.61,77.28,38.47,744.69
7809,Thermoplastic Starch (TPS),29.53,96.78,0.92,80.65,855.53,95.63,49.43,428.5
7810,Natural Fiber Composite,8.63,27.87,0.98,94.58,546.29,58.42,62.72,886.28
7811,Polybutylene Succinate (PBS),26.53,92.4,1.25,85.14,69.01,74.92,43.4,547.67
7812,Bagasse Fiber Composite,11.78,92.92,1.05,94.34,529.64,71.49,62.34,289.79
7813,Natural Fiber Composite,15.93,116.06,1.1,68.48,304.82,67.71,55.31,964.53
7814,Polybutylene Succinate (PBS),44.98,59.79,1.28,65.42,283.66,99.73,90.52,767.42
7815,Recycled LDPE,27.13,82.17,0.96,92.94,390.54,87.8,86.05,1024.87
7816,Jute Fiber Composite,52.46,21.7,1.17,71.22,640.41,72.0,99.51,560.15
7817,Gelatin,29.22,55.47,1.34,86.21,660.05,92.17,67.97,219.38
7818,Hemp Fiber Composite,90.05,26.98,1.32,59.52,1017.52,76.63,71.13,246.69
7819,Coconut Coir Composite,86.98,75.51,1.08,88.4,1000.5,94.18,96.37,995.45
7820,Poly(3-hydroxybutyrate) (PHB),56.96,106.72,1.09,78.58,640.17,66.4,59.17,610.64
7821,Bagasse Fiber Composite,38.16,42.21,1.15,65.26,140.97,64.44,69.79,1176.39
7822,PLA (Polylactic Acid),40.52,76.1,1.18,75.99,140.75,65.53,57.78,1030.31
7823,PHA (Polyhydroxyalkanoates),43.24,41.95,1.21,85.6,105.93,78.86,69.12,216.12
7824,Natural Fiber Composite,71.19,33.15,0.97,53.06,560.21,67.54,37.49,1069.98
7825,Blended Starch,46.76,74.37,1.2,82.78,528.87,60.94,85.3,412.87
7826,Recycled HDPE,82.63,28.77,1.15,78.23,333.17,99.75,99.0,686.26
7827,Polybutylene Adipate Terephthalate (PBAT),90.36,82.43,0.91,62.96,901.79,95.44,36.47,706.12
7828,Nano-cellulose Composite,36.52,23.72,1.05,88.27,218.49,83.28,86.47,259.72
7829,Hemp Fiber Composite,56.42,31.68,1.18,66.91,945.45,95.03,48.44,325.67
7830,Polybutylene Fumarate (PBF),15.2,78.48,1.31,65.65,36.12,97.04,45.43,623.05
7831,Recycled PP,24.53,82.86,1.03,74.88,724.81,85.17,79.15,842.62
7832,Mycelium-based Material,43.38,23.47,0.92,84.62,932.52,77.96,35.0,464.42
7833,Chitosan,25.04,80.95,1.24,96.62,926.58,94.6,63.5,726.4
7834,Cork Composite,84.38,108.95,0.9,59.21,552.08,80.21,32.1,579.14
7835,Polycaprolactone (PCL),20.79,96.68,1.39,71.33,367.82,60.01,69.7,830.36
7836,Paper-based Composite,47.12,34.26,0.97,55.68,491.19,71.0,63.42,624.44
7837,Jute Fiber Composite,60.4,82.97,1.12,88.53,647.3,74.62,94.25,1051.63
7838,Bagasse Fiber Composite,68.03,91.39,0.98,73.77,1087.31,97.04,80.98,1183.74
7839,Coconut Coir Composite,40.69,24.34,1.13,86.08,1058.82,84.39,40.57,1113.05
7840,Cork Composite,83.72,110.73,1.21,67.8,925.71,94.29,56.11,368.6
7841,Recycled LDPE,57.09,116.1,1.38,92.61,801.73,88.9,95.35,657.18
7842,Polybutylene Succinate (PBS),45.69,110.21,1.02,77.9,47.33,68.39,81.32,658.82
7843,Bagasse Fiber Composite,12.73,107.48,1.15,97.32,394.1,87.12,72.41,1040.47
7844,Coconut Coir Composite,47.92,99.07,1.03,56.24,193.38,63.14,70.02,557.19
7845,Recycled HDPE,79.44,87.29,0.97,76.93,1083.33,72.89,59.07,749.6
7846,Cellulose Acetate,61.19,92.07,1.3,88.91,600.19,91.12,71.79,809.28
7847,Hemp Fiber Composite,80.45,105.56,0.9,81.01,453.34,82.23,84.47,311.52
7848,Thermoplastic Starch (TPS),50.51,90.36,1.04,53.6,210.92,92.0,40.67,757.96
7849,Recycled PET (rPET),17.27,55.01,0.93,98.69,903.79,65.87,97.95,446.84
7850,Jute Fiber Composite,7.99,60.11,0.91,66.67,1082.29,88.54,48.28,406.62
7851,PLA (Polylactic Acid),33.62,115.13,1.18,64.34,653.72,63.47,62.45,450.32
7852,Recycled PET (rPET),68.57,22.22,1.27,75.57,256.19,79.17,33.54,299.35
7853,Polycaprolactone (PCL),76.74,94.2,1.17,78.25,504.67,74.06,69.42,269.73
7854,Jute Fiber Composite,32.96,121.22,1.26,88.9,1078.22,79.69,57.97,846.87
7855,Maleic Anhydride Grafted (MAG) Polymers,50.66,94.98,1.3,71.18,878.63,60.41,48.98,1140.98
7856,Polyhydroxyvalerate (PHV),44.06,125.36,1.14,73.4,553.44,70.74,99.02,888.0
7857,Bagasse Fiber Composite,43.12,93.01,1.13,77.91,727.43,84.74,61.11,511.86
7858,Maleic Anhydride Grafted (MAG) Polymers,27.26,24.04,0.98,71.23,326.09,79.78,60.17,535.05
7859,Mycelium-based Material,18.85,107.73,1.23,95.94,536.38,79.34,63.49,741.39
7860,Cellulose Acetate,24.19,50.46,1.01,92.93,672.12,77.6,39.9,1066.3
7861,Maleic Anhydride Grafted (MAG) Polymers,11.68,67.51,1.22,74.11,934.4,97.43,58.73,402.46
7862,Poly(3-hydroxybutyrate) (PHB),24.32,53.36,1.29,52.51,391.91,97.0,54.88,668.51
7863,Hemp Fiber Composite,7.59,48.77,1.12,95.29,859.62,70.69,63.63,698.95
7864,Paper-based Composite,62.31,65.96,1.2,58.41,517.13,70.32,90.25,1131.22
7865,Recycled HDPE,34.79,60.4,1.01,64.11,390.18,79.61,45.11,736.15
7866,Natural Fiber Composite,92.93,87.28,1.33,59.74,352.69,58.58,73.33,980.86
7867,Polybutylene Fumarate (PBF),23.93,106.27,1.21,61.04,878.49,68.08,34.56,287.8
7868,Cellulose Acetate,37.4,51.78,1.16,90.64,131.19,64.77,53.54,526.92
7869,Poly(3-hydroxybutyrate) (PHB),38.46,42.98,1.16,80.03,769.01,64.43,64.14,811.42
7870,Gelatin,7.53,90.83,1.19,97.91,773.26,83.44,37.05,877.64
7871,Recycled LDPE,81.08,91.19,1.21,63.49,156.62,71.8,68.99,1085.21
7872,Natural Fiber Composite,9.61,115.56,1.2,75.57,156.46,62.04,53.1,790.42
7873,Bagasse Fiber Composite,90.01,22.09,1.24,98.93,311.15,94.85,99.51,489.58
7874,Bagasse Fiber Composite,85.76,110.48,1.26,91.76,334.07,94.24,74.91,739.1
7875,Gelatin,54.19,75.42,1.01,87.11,374.6,93.7,48.6,911.53
7876,PLA (Polylactic Acid),54.9,86.01,1.3,61.48,885.06,72.1,38.98,984.35
7877,Polybutylene Adipate Terephthalate (PBAT),64.66,30.06,1.29,89.05,853.63,56.81,34.77,1144.58
7878,Mycelium-based Material,41.05,66.09,0.96,69.01,249.95,59.09,38.17,390.75
7879,PLA (Polylactic Acid),64.08,44.41,1.12,77.7,482.62,66.84,78.24,860.95
7880,Chitosan,10.74,47.25,1.22,81.44,978.67,64.27,90.14,400.31
7881,Polybutylene Adipate Terephthalate (PBAT),11.56,73.64,0.93,81.44,480.52,94.23,42.66,517.87
7882,Cellulose Acetate,47.26,106.2,1.34,87.01,514.02,99.38,59.35,342.76
7883,Starch-based Polymer,55.44,98.95,1.03,83.93,489.68,91.6,56.09,972.99
7884,Polyhydroxyvalerate (PHV),85.38,82.81,1.05,55.75,140.23,87.63,75.83,1114.0
7885,Paper-based Composite,16.05,77.37,1.28,74.22,340.64,81.16,44.42,229.93
7886,PHA (Polyhydroxyalkanoates),79.61,65.53,1.26,84.04,177.16,89.46,96.83,1013.51
7887,Polyhydroxyvalerate (PHV),25.38,123.12,1.39,66.56,1063.68,97.57,81.54,441.76
7888,Cork Composite,41.67,79.56,1.09,67.37,258.99,81.74,96.94,686.97
7889,Thermoplastic Starch (TPS),34.81,47.23,1.14,58.42,923.45,61.28,50.86,948.22
7890,Chitosan,42.21,44.71,1.3,72.38,832.48,61.7,71.96,706.85
7891,Poly(3-hydroxybutyrate) (PHB),20.1,84.96,1.31,99.37,923.91,80.94,81.79,431.25
7892,Chitosan,51.36,75.62,0.93,66.05,139.47,69.47,80.35,1106.17
7893,Mycelium-based Material,77.75,21.22,0.97,77.74,611.94,95.89,33.45,793.58
7894,Gelatin,45.87,108.06,1.15,87.8,1088.12,82.21,99.88,1131.26
7895,Alginate,50.21,94.76,1.21,53.14,1028.91,85.18,95.11,1046.64
7896,Cork Composite,81.92,90.29,1.37,95.27,256.33,54.47,40.14,1076.59
7897,Recycled HDPE,69.29,27.67,1.08,70.86,1076.53,77.05,68.96,561.71
7898,Bagasse Fiber Composite,50.2,58.64,1.19,93.78,1028.87,73.95,53.39,1187.32
7899,Recycled PP,29.59,119.18,1.23,54.35,785.08,86.53,91.76,1052.39
7900,Polybutylene Succinate (PBS),85.12,111.49,1.04,59.42,884.07,71.72,79.43,537.61
7901,Alginate,57.86,50.56,1.37,67.82,922.6,98.93,47.2,1096.42
7902,Starch-based Polymer,26.36,36.99,1.01,68.91,618.38,84.9,34.3,955.29
7903,PHA (Polyhydroxyalkanoates),30.61,67.83,0.91,92.77,821.1,84.42,51.84,925.14
7904,Coconut Coir Composite,77.88,57.98,1.19,53.03,332.67,96.31,34.59,206.23
7905,Polybutylene Succinate (PBS),10.69,92.45,1.22,82.95,1061.49,99.78,41.61,222.57
7906,Alginate,94.61,122.46,1.2,58.74,435.22,63.26,75.26,894.79
7907,Chitosan,18.32,58.74,1.03,91.6,969.88,91.32,82.67,478.68
7908,Poly(3-hydroxybutyrate) (PHB),77.26,26.98,1.31,89.48,48.53,61.63,63.83,258.52
7909,Coconut Coir Composite,41.73,115.19,0.96,76.25,369.84,75.13,72.82,485.95
7910,Seaweed/Kelp-based Polymer,50.36,24.42,0.92,62.6,474.88,58.79,42.6,1037.91
7911,Maleic Anhydride Grafted (MAG) Polymers,84.74,121.01,1.03,82.64,269.4,82.75,53.54,670.61
7912,Recycled PET (rPET),43.34,90.58,1.14,59.92,264.47,75.66,80.48,815.58
7913,Gelatin,54.36,119.84,1.33,61.53,493.84,82.99,56.81,1000.51
7914,Seaweed/Kelp-based Polymer,11.14,41.49,1.01,82.27,159.51,85.25,55.72,523.37
7915,Starch-based Polymer,6.99,24.71,1.31,99.58,437.41,82.57,45.19,211.15
7916,Recycled PET (rPET),28.45,71.96,1.2,94.83,1041.41,67.67,72.45,523.32
7917,Recycled PET (rPET),67.03,67.99,1.28,80.67,792.87,92.53,87.05,1156.68
7918,Cellulose Acetate,17.52,55.41,1.12,78.08,1022.04,79.47,63.92,682.28
7919,Polybutylene Succinate (PBS),16.85,121.53,0.92,99.92,1077.88,76.64,39.86,769.81
7920,Bagasse Fiber Composite,43.16,107.27,1.01,78.5,930.61,99.41,89.01,960.43
7921,Natural Fiber Composite,64.13,90.27,1.05,72.46,1026.49,67.18,36.86,314.93
7922,Maleic Anhydride Grafted (MAG) Polymers,69.82,37.61,0.94,95.7,891.51,78.38,64.08,933.94
7923,Bagasse Fiber Composite,22.58,97.95,0.98,63.62,639.92,85.45,49.75,497.75
7924,Recycled PET (rPET),13.83,97.18,0.97,57.13,330.89,59.94,95.67,588.16
7925,Starch-based Polymer,90.03,65.29,0.97,82.62,671.96,70.42,82.15,469.49
7926,Starch-based Polymer,29.86,118.06,1.22,57.05,600.67,90.92,70.52,353.55
7927,Polyhydroxyvalerate (PHV),82.33,38.04,1.09,70.22,78.69,65.04,77.41,561.46
7928,Maleic Anhydride Grafted (MAG) Polymers,83.22,48.64,1.27,72.62,903.11,76.79,68.23,294.64
7929,Jute Fiber Composite,75.17,27.09,1.22,78.51,763.28,83.08,42.04,1044.78
7930,Natural Fiber Composite,21.73,104.4,0.97,99.6,145.08,84.94,80.22,505.95
7931,Mycelium-based Material,79.53,86.06,1.12,63.0,44.79,87.56,65.5,853.62
7932,Maleic Anhydride Grafted (MAG) Polymers,74.88,53.66,1.11,70.35,125.73,93.86,75.13,496.7
7933,Recycled LDPE,59.61,37.71,1.16,58.78,1065.69,72.19,35.07,410.7
7934,Polylactic Acid (PLA) Blends,36.63,24.65,1.33,81.36,1031.81,86.56,41.66,913.66
7935,Polylactic Acid (PLA) Blends,30.02,38.02,1.04,87.06,352.32,87.73,72.08,824.0
7936,Recycled PET (rPET),17.57,68.27,1.17,75.4,987.75,67.95,63.24,418.1
7937,Recycled PP,51.91,46.51,1.09,64.18,481.19,98.54,47.43,812.1
7938,PLA (Polylactic Acid),58.59,47.76,1.35,81.99,837.71,93.83,48.37,205.0
7939,Bagasse Fiber Composite,38.59,112.86,1.02,78.11,65.44,67.48,74.95,376.91
7940,Blended Starch,48.86,74.8,1.06,60.63,58.9,85.12,36.01,927.75
7941,Coconut Coir Composite,38.96,97.41,1.14,71.77,343.34,87.08,61.53,610.15
7942,Thermoplastic Starch (TPS),63.53,24.18,1.07,73.17,324.85,73.96,67.57,403.63
7943,Cellulose Acetate,86.57,58.97,1.28,99.17,383.8,93.76,52.95,705.92
7944,Seaweed/Kelp-based Polymer,21.29,71.01,1.33,92.84,365.18,85.81,87.8,665.22
7945,Cork Composite,40.55,40.09,1.16,87.38,760.9,84.34,35.86,833.94
7946,Polybutylene Fumarate (PBF),19.25,33.1,1.06,94.72,1007.98,64.31,90.87,272.54
7947,Natural Fiber Composite,62.11,112.31,1.23,87.44,32.17,72.88,81.18,1019.35
7948,Jute Fiber Composite,71.31,119.6,1.11,95.41,317.52,74.07,62.35,258.28
7949,Maleic Anhydride Grafted (MAG) Polymers,89.28,28.73,1.2,55.09,122.84,87.8,94.86,653.86
7950,Coconut Coir Composite,31.47,57.26,1.24,74.16,743.88,82.52,79.75,910.47
7951,Gelatin,90.9,121.6,1.28,87.98,70.47,58.13,95.31,544.81
7952,Cork Composite,12.38,29.19,1.21,80.21,233.08,68.29,64.14,1110.12
7953,Recycled LDPE,60.16,88.37,1.21,60.82,472.6,75.87,62.8,955.23
7954,Blended Starch,11.84,123.07,1.39,68.67,63.69,87.94,68.09,626.05
7955,Coconut Coir Composite,85.91,123.7,1.04,67.59,760.98,88.26,36.45,383.83
7956,Starch-based Polymer,53.68,70.17,1.14,64.91,857.0,76.67,93.78,243.44
7957,Seaweed/Kelp-based Polymer,66.04,37.59,1.04,68.8,1025.51,59.56,77.4,1001.66
7958,Seaweed/Kelp-based Polymer,80.4,41.75,1.34,76.96,806.78,67.61,74.0,394.27
7959,Recycled PET (rPET),20.09,114.34,1.33,93.11,865.69,65.86,95.0,469.67
7960,Cellulose Acetate,10.2,116.67,0.93,87.75,1085.35,89.97,99.57,210.38
7961,Polylactic Acid (PLA) Blends,84.59,84.6,1.24,92.17,477.83,62.44,43.11,218.23
7962,Cork Composite,34.66,101.31,1.37,94.47,712.74,75.49,82.93,430.42
7963,Poly(3-hydroxybutyrate) (PHB),18.2,98.54,1.31,72.27,913.17,84.92,71.44,1072.87
7964,Hemp Fiber Composite,48.25,90.29,1.23,68.94,738.26,98.39,63.35,980.82
7965,Cork Composite,59.75,107.76,1.06,55.24,565.42,99.97,98.48,969.87
7966,Chitosan,9.52,92.78,1.14,96.7,237.99,97.84,89.82,1027.03
7967,Gelatin,31.12,76.8,0.92,55.63,463.26,87.1,79.38,386.61
7968,Polybutylene Fumarate (PBF),9.68,45.43,1.02,87.7,144.41,88.39,58.02,1179.07
7969,Recycled LDPE,43.99,98.96,1.37,70.46,673.46,88.97,77.29,432.19
7970,Coconut Coir Composite,86.02,70.4,1.15,97.57,999.35,93.71,68.16,349.93
7971,Polycaprolactone (PCL),93.77,51.54,0.98,72.43,800.18,97.79,48.96,494.64
7972,Poly(3-hydroxybutyrate) (PHB),63.18,105.09,1.22,91.29,790.67,74.61,62.63,730.45
7973,Coconut Coir Composite,21.09,93.98,0.97,65.93,941.65,73.28,46.43,324.43
7974,Recycled PET (rPET),86.97,119.38,1.14,66.71,964.69,75.29,66.03,938.62
7975,Seaweed/Kelp-based Polymer,52.48,37.88,1.32,80.79,747.84,84.42,80.98,571.53
7976,PHA (Polyhydroxyalkanoates),20.39,88.96,1.23,99.9,90.14,89.72,34.49,768.42
7977,Polybutylene Fumarate (PBF),88.38,46.2,1.21,77.08,228.67,94.07,84.05,934.24
7978,Polybutylene Fumarate (PBF),73.84,115.82,1.28,96.97,760.98,75.09,33.36,1101.89
7979,Cork Composite,71.56,30.92,1.3,89.85,661.64,70.84,67.17,1019.35
7980,PLA (Polylactic Acid),69.56,89.69,1.21,90.3,786.21,99.24,71.0,737.47
7981,Maleic Anhydride Grafted (MAG) Polymers,24.52,103.94,1.26,73.21,744.99,64.82,83.76,1191.17
7982,Maleic Anhydride Grafted (MAG) Polymers,25.46,57.89,1.03,70.86,791.95,64.37,83.75,729.74
7983,Cellulose Acetate,67.71,121.16,1.25,61.62,399.17,86.97,60.39,735.97
7984,Blended Starch,26.23,110.24,0.96,98.29,1061.98,62.43,36.51,358.49
7985,Polycaprolactone (PCL),45.62,51.52,1.15,98.07,822.18,72.49,79.16,348.72
7986,Nano-cellulose Composite,76.01,21.21,1.33,87.99,705.16,67.59,66.75,368.7
7987,Cellulose Acetate,76.18,51.73,1.12,66.57,45.0,61.93,54.65,791.82
7988,Polybutylene Adipate Terephthalate (PBAT),46.91,50.11,1.04,64.15,670.37,80.75,47.97,615.17
7989,Natural Fiber Composite,76.91,114.38,1.21,99.46,919.37,71.31,40.14,585.88
7990,Cork Composite,81.02,122.53,0.98,55.66,612.6,75.37,52.07,327.56
7991,Polyhydroxyvalerate (PHV),64.75,27.85,1.02,92.57,761.42,63.17,63.18,581.09
7992,Polybutylene Adipate Terephthalate (PBAT),27.0,70.17,1.03,69.38,140.08,89.37,64.48,577.99
7993,Thermoplastic Starch (TPS),31.04,78.31,1.08,72.4,890.29,68.61,71.63,820.81
7994,Polycaprolactone (PCL),34.65,30.22,1.11,92.02,54.91,69.9,56.65,588.41
7995,Polybutylene Adipate Terephthalate (PBAT),17.12,60.27,1.31,56.8,732.74,65.75,94.55,618.76
7996,Recycled LDPE,30.96,53.89,1.04,69.32,497.52,74.1,65.72,472.54
7997,Natural Fiber Composite,25.33,77.01,1.17,97.72,60.08,75.43,60.81,331.5
7998,Jute Fiber Composite,47.09,90.23,1.03,85.71,731.81,78.46,35.28,500.01
7999,Polybutylene Succinate (PBS),87.2,94.69,1.03,88.36,494.12,98.51,72.73,242.77
8000,Hemp Fiber Composite,16.03,34.85,1.09,88.48,892.05,95.63,73.0,403.71
8001,Polybutylene Adipate Terephthalate (PBAT),70.55,106.25,0.91,55.38,575.91,82.11,71.66,524.95
8002,Paper-based Composite,67.63,92.06,1.26,62.15,904.75,55.98,92.36,345.65
8003,Chitosan,15.26,114.29,0.9,75.84,713.94,82.24,83.88,864.97
8004,Recycled PP,88.46,67.86,1.07,69.99,403.13,58.31,90.98,480.77
8005,Hemp Fiber Composite,57.11,114.8,1.03,72.02,37.62,86.73,36.04,815.53
8006,Recycled LDPE,38.98,111.83,1.39,89.62,902.89,72.07,53.63,843.89
8007,Hemp Fiber Composite,73.76,66.7,1.21,53.2,390.17,92.57,53.67,647.29
8008,Polycaprolactone (PCL),29.56,60.65,0.95,83.87,217.4,97.37,76.68,649.11
8009,Cellulose Acetate,68.18,118.91,1.37,52.51,352.27,73.3,62.51,781.46
8010,Mycelium-based Material,10.3,95.92,1.02,55.5,654.3,75.29,84.87,462.46
8011,Alginate,81.09,118.42,1.3,71.89,554.6,81.23,58.14,221.24
8012,Gelatin,46.46,104.56,1.4,92.45,557.16,63.23,47.07,845.02
8013,Recycled HDPE,63.15,84.75,1.39,59.39,449.12,96.67,51.78,808.53
8014,PLA (Polylactic Acid),26.37,32.64,1.29,78.84,1030.36,74.03,44.41,676.38
8015,Mycelium-based Material,66.72,51.19,1.4,84.73,560.89,61.84,45.46,1075.77
8016,Jute Fiber Composite,75.15,122.71,0.99,63.4,772.52,89.13,46.75,708.62
8017,Nano-cellulose Composite,48.67,54.14,1.28,76.84,714.43,64.24,33.09,503.49
8018,Poly(3-hydroxybutyrate) (PHB),61.47,30.26,1.21,95.79,218.55,60.77,80.69,913.53
8019,Mycelium-based Material,47.18,95.12,1.27,76.83,89.31,79.98,59.17,1162.4
8020,Polyhydroxyvalerate (PHV),85.93,97.91,1.02,59.97,906.69,84.95,33.54,936.88
8021,Recycled PET (rPET),50.86,50.55,1.35,82.32,352.82,80.29,57.16,1108.85
8022,Thermoplastic Starch (TPS),81.31,51.84,0.98,80.63,881.41,84.27,93.57,312.71
8023,Jute Fiber Composite,77.72,69.92,0.96,53.78,752.3,59.49,66.76,320.99
8024,PHA (Polyhydroxyalkanoates),43.12,22.71,1.35,56.8,538.49,76.0,99.1,354.61
8025,Seaweed/Kelp-based Polymer,27.15,103.75,1.27,59.95,139.97,70.55,68.72,902.85
8026,Poly(3-hydroxybutyrate) (PHB),42.73,53.89,1.2,58.97,579.93,98.78,97.47,589.71
8027,Natural Fiber Composite,79.93,110.56,1.27,64.82,549.43,56.47,45.72,677.71
8028,Cork Composite,26.93,105.16,0.9,74.07,258.62,67.86,51.72,461.92
8029,Jute Fiber Composite,53.21,90.25,1.32,70.16,791.0,97.34,79.6,936.11
8030,Nano-cellulose Composite,78.14,54.71,0.93,94.81,272.99,99.24,99.1,1045.35
8031,Cellulose Acetate,38.07,74.93,1.16,81.58,621.05,91.98,88.12,360.21
8032,Seaweed/Kelp-based Polymer,63.63,67.38,0.92,94.12,637.57,57.68,69.65,392.73
8033,Poly(3-hydroxybutyrate) (PHB),28.53,56.19,1.28,77.53,1094.98,79.91,37.79,539.4
8034,Seaweed/Kelp-based Polymer,16.45,109.96,1.04,56.77,1001.82,72.53,56.78,480.17
8035,Polyhydroxyvalerate (PHV),77.11,71.46,1.12,74.51,668.4,91.14,37.88,731.54
8036,Cellulose Acetate,15.54,108.34,1.39,91.55,839.48,56.72,53.17,952.58
8037,Blended Starch,30.81,31.52,1.28,61.72,815.54,63.23,49.6,993.27
8038,Cork Composite,82.48,35.3,0.96,56.83,322.22,76.61,58.42,408.45
8039,Natural Fiber Composite,37.45,123.61,1.38,68.15,1045.97,61.42,88.93,375.58
8040,Polybutylene Adipate Terephthalate (PBAT),92.92,82.47,1.14,70.97,608.81,85.93,42.23,563.69
8041,PLA (Polylactic Acid),93.52,74.24,1.32,67.05,489.16,91.79,52.81,347.72
8042,Alginate,30.53,75.65,0.96,58.92,961.79,86.47,49.76,291.8
8043,Natural Fiber Composite,10.41,43.14,0.96,64.41,993.17,74.36,52.14,442.58
8044,Mycelium-based Material,69.2,96.3,1.03,84.91,1075.41,94.43,56.52,593.94
8045,PHA (Polyhydroxyalkanoates),46.71,29.36,0.91,70.83,423.09,60.51,48.61,787.84
8046,Thermoplastic Starch (TPS),15.7,80.95,1.21,82.55,837.29,66.12,96.1,923.28
8047,Starch-based Polymer,69.42,80.68,0.99,77.97,492.9,76.62,60.57,422.81
8048,Chitosan,9.54,116.94,1.37,78.58,413.25,57.01,39.76,1018.66
8049,Mycelium-based Material,83.82,75.97,1.4,64.31,578.01,58.58,63.8,233.67
8050,Polybutylene Fumarate (PBF),19.05,34.88,1.36,77.27,509.09,72.4,44.54,644.05
8051,Blended Starch,18.05,80.89,1.03,53.62,385.4,97.43,46.7,833.08
8052,Polylactic Acid (PLA) Blends,22.33,30.05,1.12,73.01,572.17,95.81,51.38,491.26
8053,Alginate,91.79,41.93,1.07,79.7,1032.05,75.54,40.48,883.69
8054,Maleic Anhydride Grafted (MAG) Polymers,68.15,23.69,1.1,61.14,990.16,60.71,81.04,1067.05
8055,Thermoplastic Starch (TPS),77.73,74.61,1.31,64.69,298.25,62.36,85.85,289.37
8056,Hemp Fiber Composite,41.98,29.34,1.09,62.93,127.76,71.49,58.81,712.56
8057,Polybutylene Fumarate (PBF),36.55,69.97,1.35,55.85,660.13,63.82,78.85,218.77
8058,Chitosan,27.54,118.92,0.93,69.02,1054.28,58.0,58.45,479.57
8059,Chitosan,49.33,96.41,1.11,99.0,167.97,85.06,43.16,336.94
8060,Polybutylene Succinate (PBS),55.63,28.58,0.9,69.31,950.28,80.83,59.01,824.28
8061,Seaweed/Kelp-based Polymer,62.71,44.08,1.08,74.38,103.81,67.54,69.88,448.68
8062,Poly(3-hydroxybutyrate) (PHB),29.54,91.54,1.06,83.52,308.95,89.88,34.79,482.4
8063,Cork Composite,90.76,114.88,1.27,83.3,189.96,89.74,76.5,405.63
8064,Coconut Coir Composite,21.81,23.89,1.14,97.62,1087.59,76.69,82.5,443.8
8065,Coconut Coir Composite,92.27,106.2,1.1,93.23,850.63,58.62,90.48,425.11
8066,Bagasse Fiber Composite,8.1,79.73,1.18,90.21,615.78,96.27,38.99,897.87
8067,Hemp Fiber Composite,49.37,78.07,0.91,97.7,678.92,84.82,32.01,1155.81
8068,Polylactic Acid (PLA) Blends,36.29,121.55,1.29,63.46,458.72,65.51,36.98,690.23
8069,Polylactic Acid (PLA) Blends,46.54,99.35,1.06,81.81,107.03,82.16,94.84,800.39
8070,Alginate,57.3,110.17,1.15,94.64,326.83,72.75,84.06,1018.11
8071,Recycled PET (rPET),45.34,57.79,1.37,82.15,264.37,83.3,88.81,676.11
8072,Recycled PET (rPET),43.51,78.95,1.36,98.93,1059.59,75.9,67.16,502.02
8073,Polybutylene Succinate (PBS),71.65,85.39,1.28,57.27,454.82,76.43,67.82,1150.97
8074,Cellulose Acetate,67.5,54.37,1.15,73.37,911.16,87.9,52.3,1106.16
8075,Recycled LDPE,80.55,80.62,1.19,98.92,913.44,82.31,89.31,420.36
