Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Material_ID
Clothing,0.26,0.17,22,19,2,2,False,Air,1739,Kraft Paper Mailer,0.5,1.13,550.0
Electronics,16.53,9.8,129,76,5,10,True,Road,2714,Mushroom Pkg (Mycelium),8.61,22.431,601.0
Furniture,15.29,4.44,94,59,4,10,False,Road,2114,Mushroom Pkg (Mycelium),8.12,16.162,601.0
Electronics,2.21,0.1,27,19,1,9,True,Air,2789,Mushroom Pkg (Mycelium),2.68,15.409,601.0
Electronics,21.71,7.77,116,67,5,9,True,Road,1293,Mushroom Pkg (Mycelium),10.48,14.036,601.0
Furniture,55.42,364.56,216,97,87,8,False,Road,1918,Wood Crate,147.42,349.613,405.0
Electronics,17.2,9.14,127,72,5,10,True,Road,2286,Mushroom Pkg (Mycelium),8.88,19.66,601.0
Beauty,0.21,0.03,10,4,4,8,True,Road,321,Mushroom Pkg (Mycelium),1.68,0.034,601.0
Beauty,0.52,0.21,21,7,7,5,True,Air,1726,Wood Crate,1.21,2.244,405.0
Beauty,0.42,0.04,9,4,5,10,True,Air,1564,Mushroom Pkg (Mycelium),2.17,1.642,601.0
Clothing,1.39,3.49,51,38,9,3,True,Road,133,Kraft Paper Mailer,2.0,0.232,550.0
Clothing,0.97,1.07,27,18,11,4,False,Air,2942,Kraft Paper Mailer,1.23,7.87,550.0
Electronics,0.35,0.02,15,6,1,9,True,Road,132,Mushroom Pkg (Mycelium),1.94,0.023,601.0
Electronics,1.66,0.2,28,18,2,7,True,Air,1130,Honeycomb Paper,2.06,4.689,602.0
Clothing,1.08,1.25,29,18,12,5,False,Air,2098,Kraft Paper Mailer,1.5,6.556,550.0
Beauty,0.66,0.26,20,8,8,4,True,Air,2801,PLA Bioplastic,1.06,4.622,575.0
Furniture,75.06,286.72,214,87,77,7,False,Road,766,Wood Crate,116.09,109.814,405.0
Electronics,0.35,0.0,15,6,0,7,True,Road,233,Honeycomb Paper,1.54,0.041,602.0
Electronics,21.84,8.07,109,74,5,10,True,Road,1884,Mushroom Pkg (Mycelium),10.74,20.573,601.0
Electronics,2.49,0.11,31,18,1,9,True,Air,1651,Mushroom Pkg (Mycelium),2.8,10.277,601.0
Beauty,0.65,0.21,19,7,8,4,True,Air,2298,PLA Bioplastic,1.06,3.734,575.0
Beauty,0.25,0.04,9,4,5,8,True,Air,1322,Mushroom Pkg (Mycelium),1.7,0.826,601.0
Electronics,2.28,0.23,30,19,2,8,True,Air,1071,Mushroom Pkg (Mycelium),2.51,6.105,601.0
Clothing,0.82,1.41,31,19,12,5,False,Air,1374,Kraft Paper Mailer,1.56,4.843,550.0
Furniture,76.41,280.14,190,97,76,6,False,Road,1380,Wood Crate,113.26,193.297,405.0
Furniture,14.94,34.31,58,58,51,4,False,Road,2902,Wood Crate,14.52,49.784,405.0
Clothing,1.89,3.37,52,36,9,2,True,Air,2812,Kraft Paper Mailer,1.75,23.691,550.0
Electronics,1.51,0.24,29,21,2,7,True,Air,2226,Honeycomb Paper,2.0,8.403,602.0
Electronics,15.85,6.81,131,65,4,9,True,Road,1178,Mushroom Pkg (Mycelium),8.14,9.336,601.0
Electronics,0.15,0.0,5,4,0,6,True,Road,337,Honeycomb Paper,1.26,0.025,602.0
Beauty,0.57,0.19,19,7,7,3,True,Air,2493,PLA Bioplastic,0.83,3.553,575.0
Electronics,2.43,0.23,30,19,2,9,True,Road,239,Mushroom Pkg (Mycelium),2.77,0.29,601.0
Electronics,0.37,0.02,13,7,1,7,True,Air,2699,Honeycomb Paper,1.55,2.497,602.0
Electronics,0.18,0.0,5,4,1,4,True,Road,75,Corrugated Cardboard,0.87,0.007,114.0
Electronics,0.27,0.02,13,6,1,6,True,Air,1027,Honeycomb Paper,1.31,0.693,602.0
Home Decor,1.24,1.06,14,13,29,9,False,Air,1522,Mushroom Pkg (Mycelium),2.3,4.718,601.0
Electronics,22.09,9.35,123,76,5,9,True,Road,179,Mushroom Pkg (Mycelium),10.64,1.977,601.0
Furniture,54.0,347.16,216,98,82,8,False,Road,1009,Wood Crate,140.46,175.142,405.0
Home Decor,2.66,1.3,15,14,31,10,False,Air,1536,Mushroom Pkg (Mycelium),3.06,10.214,601.0
Electronics,2.19,0.22,30,18,2,7,True,Air,2560,Honeycomb Paper,2.28,14.016,602.0
Electronics,17.87,6.93,122,71,4,10,True,Road,1236,Mushroom Pkg (Mycelium),9.15,11.044,601.0
Clothing,1.08,4.21,49,43,10,3,True,Air,1097,Kraft Paper Mailer,2.28,11.546,550.0
Beauty,0.25,0.04,9,5,4,10,True,Air,1820,Mushroom Pkg (Mycelium),2.1,1.137,601.0
Electronics,0.15,0.0,4,5,1,6,True,Road,711,Honeycomb Paper,1.26,0.053,602.0
Electronics,0.15,0.01,5,5,1,5,True,Air,913,Honeycomb Paper,1.06,0.342,602.0
Clothing,0.24,0.1,24,20,1,2,False,Air,1627,Kraft Paper Mailer,0.5,0.976,550.0
Electronics,0.14,0.0,4,5,0,6,True,Air,1746,Honeycomb Paper,1.26,0.611,602.0
Electronics,22.08,7.75,123,63,5,9,True,Road,441,Mushroom Pkg (Mycelium),10.63,4.869,601.0
Clothing,1.69,3.74,48,39,10,2,True,Air,1062,Kraft Paper Mailer,1.9,9.93,550.0
Clothing,0.27,0.2,26,19,2,1,False,Road,352,Kraft Paper Mailer,0.31,0.048,550.0
Clothing,0.24,0.1,24,20,1,2,False,Air,1804,Kraft Paper Mailer,0.5,1.082,550.0
Electronics,1.63,0.22,31,18,2,9,True,Road,197,Mushroom Pkg (Mycelium),2.45,0.161,601.0
Electronics,24.7,5.94,116,64,4,9,True,Road,1040,Mushroom Pkg (Mycelium),11.68,12.844,601.0
Furniture,11.79,42.87,63,63,54,6,False,Road,1550,Wood Crate,18.35,33.224,405.0
Electronics,0.22,0.0,14,6,0,6,True,Air,1276,Honeycomb Paper,1.29,0.702,602.0
Furniture,12.5,38.22,65,60,49,6,False,Road,2728,Wood Crate,16.49,52.132,405.0
Electronics,0.11,0.0,4,4,0,4,True,Air,2203,Corrugated Cardboard,0.84,0.606,114.0
Clothing,0.83,1.37,30,19,12,3,False,Air,1345,Kraft Paper Mailer,1.15,4.607,550.0
Electronics,2.43,0.23,29,20,2,8,True,Air,1224,Mushroom Pkg (Mycelium),2.57,7.436,601.0
Furniture,43.01,292.12,205,95,75,5,False,Road,2458,Wood Crate,117.85,359.015,405.0
Electronics,0.26,0.02,14,6,1,8,True,Road,510,Mushroom Pkg (Mycelium),1.7,0.066,601.0
Clothing,1.06,1.1,29,19,10,3,False,Air,1430,Kraft Paper Mailer,1.04,3.933,550.0
Beauty,0.8,0.24,21,7,8,5,True,Air,2163,PLA Bioplastic,1.32,4.326,575.0
Electronics,18.04,8.81,119,74,5,9,True,Road,874,Mushroom Pkg (Mycelium),9.02,7.883,601.0
Home Decor,2.22,1.26,14,15,30,10,False,Road,337,Bubble Wrap (LDPE),2.89,0.374,34.0
Furniture,58.63,268.84,198,93,73,5,False,Road,1725,Wood Crate,108.54,231.874,405.0
Electronics,24.07,7.16,126,71,4,9,True,Road,1600,Mushroom Pkg (Mycelium),11.43,19.256,601.0
Furniture,72.64,274.78,203,94,72,7,False,Road,1820,Wood Crate,111.31,250.05,405.0
Furniture,14.96,30.0,56,57,47,5,False,Road,2485,Wood Crate,13.0,37.275,405.0
Electronics,18.7,7.65,131,73,4,10,True,Road,2567,Mushroom Pkg (Mycelium),9.48,24.001,601.0
Furniture,13.52,5.67,103,55,5,9,False,Road,2462,Mushroom Pkg (Mycelium),7.21,16.643,601.0
Beauty,0.75,0.27,21,8,8,5,True,Air,2348,PLA Bioplastic,1.3,4.402,575.0
Furniture,41.9,299.66,218,87,79,5,False,Road,2381,Wood Crate,120.86,356.745,405.0
Furniture,12.06,4.14,94,55,4,9,False,Road,231,Mushroom Pkg (Mycelium),6.62,1.393,601.0
Furniture,73.01,307.3,208,89,83,8,False,Road,495,Wood Crate,124.52,76.057,405.0
Clothing,0.23,0.1,24,21,1,1,False,Road,625,Kraft Paper Mailer,0.29,0.072,550.0
Clothing,1.18,1.23,28,20,11,4,False,Air,1692,Kraft Paper Mailer,1.29,5.203,550.0
Clothing,1.28,3.82,49,39,10,4,True,Air,1789,Kraft Paper Mailer,2.33,17.085,550.0
Furniture,14.29,6.74,107,63,5,9,False,Road,1268,Mushroom Pkg (Mycelium),7.52,9.06,601.0
Furniture,12.2,5.51,106,65,4,10,False,Road,2821,Mushroom Pkg (Mycelium),6.88,17.208,601.0
Electronics,2.45,0.11,27,21,1,7,True,Air,1593,Honeycomb Paper,2.38,9.757,602.0
Clothing,0.2,0.09,22,20,1,2,False,Air,2515,Kraft Paper Mailer,0.48,1.258,550.0
Electronics,2.23,0.21,27,19,2,8,True,Air,2501,Mushroom Pkg (Mycelium),2.49,13.943,601.0
Electronics,2.09,0.23,27,21,2,9,True,Air,1963,Mushroom Pkg (Mycelium),2.64,10.257,601.0
Electronics,0.33,0.02,14,6,1,7,True,Air,2973,Honeycomb Paper,1.53,2.453,602.0
Beauty,0.63,0.19,19,7,7,3,True,Air,1745,PLA Bioplastic,0.85,2.748,575.0
Furniture,12.09,28.21,55,57,45,6,False,Road,2237,Wood Crate,12.48,31.553,405.0
Furniture,13.86,35.71,60,62,48,5,False,Road,2345,Wood Crate,15.28,41.87,405.0
Beauty,0.32,0.04,9,5,5,10,True,Air,1855,Mushroom Pkg (Mycelium),2.13,1.484,601.0
Electronics,0.32,0.02,14,7,1,8,True,Air,2462,Mushroom Pkg (Mycelium),1.73,1.97,601.0
Electronics,2.21,0.12,32,19,1,8,True,Road,429,Mushroom Pkg (Mycelium),2.48,0.474,601.0
Electronics,0.39,0.0,13,7,0,6,True,Air,2044,Honeycomb Paper,1.36,1.993,602.0
Furniture,10.61,34.2,60,57,50,6,False,Road,2291,Wood Crate,14.88,39.176,405.0
Beauty,0.42,0.04,9,4,5,10,True,Air,1830,Mushroom Pkg (Mycelium),2.17,1.922,601.0
Electronics,20.46,5.89,115,64,4,10,True,Road,1249,Mushroom Pkg (Mycelium),10.18,12.777,601.0
Clothing,1.2,3.95,47,42,10,3,True,Air,1059,Styrofoam (EPS),2.18,10.458,105.0
Furniture,19.52,4.08,91,56,4,9,False,Road,1719,Mushroom Pkg (Mycelium),9.61,16.777,601.0
Clothing,0.87,1.51,30,21,12,5,False,Air,1607,Kraft Paper Mailer,1.6,6.066,550.0
Home Decor,2.22,1.09,14,13,30,9,False,Air,903,Mushroom Pkg (Mycelium),2.69,5.012,601.0
Home Decor,1.83,1.16,13,16,28,10,False,Air,2576,Wood Crate,2.73,11.785,405.0
Electronics,0.36,0.02,13,6,1,8,True,Air,1458,Mushroom Pkg (Mycelium),1.74,1.312,601.0
Beauty,0.47,0.04,10,5,4,9,True,Air,1939,Mushroom Pkg (Mycelium),1.99,2.278,601.0
Furniture,19.3,4.39,93,59,4,10,False,Road,2806,Mushroom Pkg (Mycelium),9.72,27.078,601.0
Electronics,15.25,7.74,129,75,4,9,True,Road,2434,Mushroom Pkg (Mycelium),7.9,18.559,601.0
Clothing,1.43,3.63,49,37,10,4,True,Air,1563,Kraft Paper Mailer,2.25,14.184,550.0
Furniture,42.54,317.24,212,86,87,5,False,Road,1527,Wood Crate,127.9,242.213,405.0
Clothing,0.3,0.09,24,18,1,1,False,Road,492,Kraft Paper Mailer,0.32,0.074,550.0
Clothing,1.2,3.69,54,38,9,4,True,Air,2939,Kraft Paper Mailer,2.28,27.112,550.0
Electronics,16.92,9.03,129,70,5,9,True,Road,1959,Mushroom Pkg (Mycelium),8.57,16.573,601.0
Home Decor,2.47,1.34,15,16,28,10,False,Road,345,Mushroom Pkg (Mycelium),2.99,0.426,601.0
Electronics,0.12,0.0,5,4,1,4,True,Air,2753,Corrugated Cardboard,0.85,0.826,114.0
Clothing,1.49,3.28,48,38,9,2,True,Air,1749,Kraft Paper Mailer,1.71,14.342,550.0
Clothing,0.15,0.1,26,20,1,2,False,Air,2206,Kraft Paper Mailer,0.46,0.827,550.0
Beauty,0.64,0.22,20,8,7,4,True,Air,2159,PLA Bioplastic,1.06,3.454,575.0
Furniture,12.13,38.87,65,65,46,6,False,Road,415,Wood Crate,16.75,8.066,405.0
Furniture,10.43,35.36,63,61,46,6,False,Road,2311,Wood Crate,15.34,40.858,405.0
Furniture,14.1,6.05,108,56,5,10,False,Road,1675,Mushroom Pkg (Mycelium),7.64,11.809,601.0
Furniture,12.22,42.03,61,65,53,5,False,Road,780,Wood Crate,17.81,16.392,405.0
Clothing,1.79,4.43,54,41,10,2,True,Road,612,Kraft Paper Mailer,2.17,1.356,550.0
Clothing,1.63,3.35,49,38,9,2,True,Air,2183,Kraft Paper Mailer,1.74,18.283,550.0
Electronics,19.95,8.47,113,75,5,10,True,Road,860,Mushroom Pkg (Mycelium),9.98,8.579,601.0
Electronics,0.18,0.0,4,4,0,4,True,Road,249,Corrugated Cardboard,0.87,0.022,114.0
Beauty,0.25,0.04,9,5,4,10,True,Road,416,Mushroom Pkg (Mycelium),2.1,0.052,601.0
Beauty,0.53,0.2,18,8,7,5,True,Air,2597,PLA Bioplastic,1.21,3.441,575.0
Furniture,69.96,238.43,187,85,75,6,False,Road,2526,Wood Crate,96.57,301.137,405.0
Clothing,0.18,0.09,23,20,1,2,False,Road,518,Kraft Paper Mailer,0.47,0.047,550.0
Clothing,0.24,0.1,23,21,1,1,False,Road,618,Kraft Paper Mailer,0.3,0.074,550.0
Home Decor,2.08,1.25,16,14,28,10,False,Road,353,Mushroom Pkg (Mycelium),2.83,0.367,601.0
Clothing,1.56,3.49,51,38,9,4,True,Road,567,Kraft Paper Mailer,2.2,0.989,550.0
Electronics,1.63,0.22,27,20,2,8,True,Air,2031,Mushroom Pkg (Mycelium),2.25,8.276,601.0
Electronics,15.2,7.18,114,63,5,9,True,Road,608,Mushroom Pkg (Mycelium),7.88,4.621,601.0
Clothing,0.18,0.18,23,20,2,1,False,Road,642,Kraft Paper Mailer,0.27,0.058,550.0
Electronics,0.19,0.0,4,4,1,4,True,Air,2637,Corrugated Cardboard,0.88,1.253,114.0
Clothing,0.93,1.51,30,21,12,5,False,Road,528,Kraft Paper Mailer,1.6,0.399,550.0
Electronics,2.06,0.26,31,21,2,8,True,Air,1583,Styrofoam (EPS),2.42,8.152,105.0
Beauty,0.72,0.21,21,7,7,5,True,Air,1074,PLA Bioplastic,1.29,1.933,575.0
Furniture,19.31,5.83,94,62,5,9,False,Road,2817,Mushroom Pkg (Mycelium),9.52,27.198,601.0
Beauty,0.24,0.04,9,5,5,10,True,Air,817,Mushroom Pkg (Mycelium),2.1,0.49,601.0
Furniture,76.35,270.9,215,84,75,6,False,Road,142,Wood Crate,109.56,19.234,405.0
Electronics,0.36,0.0,16,6,0,8,True,Air,2499,Mushroom Pkg (Mycelium),1.74,2.249,601.0
Clothing,0.98,1.17,27,18,12,4,False,Air,1034,Kraft Paper Mailer,1.27,3.024,550.0
Clothing,0.88,1.19,27,20,11,3,False,Road,617,Kraft Paper Mailer,1.08,0.367,550.0
Beauty,0.76,0.21,19,8,7,4,True,Road,727,PLA Bioplastic,1.1,0.276,575.0
Home Decor,1.3,1.4,15,15,31,10,False,Road,592,Mushroom Pkg (Mycelium),2.56,0.414,601.0
Clothing,1.53,3.62,49,41,9,4,True,Road,117,Kraft Paper Mailer,2.25,0.212,550.0
Electronics,18.81,7.01,127,69,4,9,True,Road,974,Mushroom Pkg (Mycelium),9.32,9.16,601.0
Furniture,14.13,30.89,54,55,52,5,False,Road,2650,Wood Crate,13.36,40.929,405.0
Clothing,0.2,0.21,25,21,2,2,False,Air,2546,Kraft Paper Mailer,0.48,1.337,550.0
Furniture,16.76,4.57,102,56,4,10,False,Road,1006,Mushroom Pkg (Mycelium),8.7,8.43,601.0
Clothing,1.92,3.15,46,38,9,4,True,Air,2777,Kraft Paper Mailer,2.06,21.869,550.0
Home Decor,1.66,1.17,15,13,30,9,False,Air,1777,Mushroom Pkg (Mycelium),2.46,7.375,601.0
Furniture,13.35,33.04,59,56,50,5,False,Road,158,Wood Crate,14.22,2.61,405.0
Electronics,0.21,0.0,15,6,0,6,True,Road,95,Honeycomb Paper,1.28,0.01,602.0
Furniture,70.19,296.05,198,89,84,8,False,Road,2907,Wood Crate,120.02,430.309,405.0
Furniture,77.11,284.73,186,89,86,8,False,Road,278,Wood Crate,115.49,39.577,405.0
Electronics,2.2,0.12,31,20,1,8,True,Air,1476,Mushroom Pkg (Mycelium),2.48,8.118,601.0
Beauty,0.21,0.03,10,4,4,8,True,Air,2755,Mushroom Pkg (Mycelium),1.68,1.446,601.0
Beauty,0.34,0.04,9,5,4,8,True,Road,562,Mushroom Pkg (Mycelium),1.74,0.096,601.0
Clothing,1.68,3.48,47,37,10,4,True,Air,2405,Kraft Paper Mailer,2.19,20.924,550.0
Electronics,0.31,0.02,15,7,1,9,True,Air,2947,Mushroom Pkg (Mycelium),1.92,2.284,601.0
Clothing,1.49,3.93,52,42,9,2,True,Air,836,Kraft Paper Mailer,1.97,8.214,550.0
Beauty,0.28,0.04,9,5,4,10,True,Air,2656,Mushroom Pkg (Mycelium),2.11,1.859,601.0
Home Decor,2.05,1.3,15,15,29,9,False,Road,427,Mushroom Pkg (Mycelium),2.62,0.438,601.0
Electronics,0.16,0.0,5,4,1,5,True,Road,215,Honeycomb Paper,1.06,0.017,602.0
Electronics,0.29,0.02,13,7,1,9,True,Air,1774,Mushroom Pkg (Mycelium),1.92,1.286,601.0
Electronics,2.22,0.21,29,18,2,8,True,Air,2852,Mushroom Pkg (Mycelium),2.49,15.829,601.0
Electronics,0.11,0.0,4,5,0,5,True,Air,2411,Honeycomb Paper,1.04,0.663,602.0
Electronics,2.32,0.13,30,21,1,8,True,Air,2385,Mushroom Pkg (Mycelium),2.53,13.833,601.0
Electronics,23.47,7.59,130,73,4,9,True,Road,2541,Corrugated Cardboard,11.19,29.819,114.0
Furniture,61.39,292.89,181,93,87,7,False,Road,1418,Wood Crate,118.56,207.659,405.0
Electronics,0.38,0.02,15,6,1,9,True,Air,965,Mushroom Pkg (Mycelium),1.95,0.917,601.0
Beauty,0.6,0.18,18,7,7,4,True,Air,1004,PLA Bioplastic,1.04,1.506,575.0
Furniture,10.92,36.73,63,55,53,5,False,Road,2434,Wood Crate,15.69,44.7,405.0
Beauty,0.47,0.04,9,5,4,10,True,Road,165,Mushroom Pkg (Mycelium),2.19,0.039,601.0
Clothing,1.07,1.32,29,19,12,4,False,Air,2895,Kraft Paper Mailer,1.33,9.553,550.0
Beauty,0.67,0.24,19,8,8,4,True,Air,1535,PLA Bioplastic,1.07,2.571,575.0
Clothing,1.12,1.19,30,18,11,3,False,Air,2900,Kraft Paper Mailer,1.08,8.627,550.0
Beauty,0.42,0.03,10,4,4,10,True,Road,381,Mushroom Pkg (Mycelium),2.17,0.08,601.0
Furniture,62.38,251.13,202,84,74,6,False,Road,1564,Wood Crate,101.65,196.384,405.0
Clothing,1.36,3.55,47,42,9,4,True,Air,1311,Kraft Paper Mailer,2.22,11.635,550.0
Electronics,0.32,0.02,13,7,1,8,True,Air,1593,Mushroom Pkg (Mycelium),1.73,1.274,601.0
Clothing,1.27,3.65,48,38,10,3,True,Air,2440,Kraft Paper Mailer,2.06,22.265,550.0
Clothing,0.29,0.23,27,21,2,2,False,Air,2241,Kraft Paper Mailer,0.52,1.625,550.0
Furniture,15.27,4.91,99,62,4,10,False,Road,1460,Mushroom Pkg (Mycelium),8.11,11.147,601.0
Home Decor,1.91,1.13,15,14,27,9,False,Road,544,Mushroom Pkg (Mycelium),2.56,0.52,601.0
Furniture,13.19,31.95,58,54,51,6,False,Road,1953,Wood Crate,13.98,31.199,405.0
Electronics,0.16,0.0,4,5,0,5,True,Air,2578,Honeycomb Paper,1.06,1.031,602.0
Furniture,11.6,32.38,59,56,49,4,False,Road,1496,Wood Crate,13.75,24.22,405.0
Clothing,0.25,0.19,25,19,2,2,False,Air,1588,Styrofoam (EPS),0.5,0.993,105.0
Electronics,2.37,0.22,30,18,2,7,True,Air,2776,Honeycomb Paper,2.35,16.448,602.0
Furniture,15.34,5.98,98,61,5,9,False,Road,570,Mushroom Pkg (Mycelium),7.94,4.372,601.0
Clothing,0.26,0.18,22,21,2,2,False,Road,593,Kraft Paper Mailer,0.5,0.077,550.0
Clothing,0.93,1.46,32,19,12,5,False,Air,2243,Kraft Paper Mailer,1.58,8.187,550.0
Clothing,1.34,3.46,48,36,10,4,True,Air,1967,Kraft Paper Mailer,2.18,17.015,550.0
Furniture,12.45,6.16,101,61,5,9,False,Road,1260,Mushroom Pkg (Mycelium),6.78,7.844,601.0
Furniture,14.14,5.01,101,62,4,9,False,Road,747,Mushroom Pkg (Mycelium),7.46,5.281,601.0
Furniture,10.31,40.95,63,65,50,5,False,Road,2441,Wood Crate,17.38,49.979,405.0
Electronics,0.19,0.0,5,4,0,6,True,Air,2022,Honeycomb Paper,1.28,0.96,602.0
Electronics,0.37,0.02,13,7,1,6,True,Air,1057,Honeycomb Paper,1.35,0.978,602.0
Beauty,0.3,0.05,10,5,5,10,True,Air,2598,Mushroom Pkg (Mycelium),2.12,1.948,601.0
Furniture,68.42,288.07,212,86,79,6,False,Road,67,Wood Crate,116.43,9.65,405.0
Home Decor,2.61,1.1,14,14,28,9,False,Air,3000,Mushroom Pkg (Mycelium),2.84,19.575,601.0
Furniture,67.07,278.46,204,91,75,6,False,Road,2596,Wood Crate,112.58,361.441,405.0
Furniture,67.5,312.35,192,98,83,8,False,Road,2702,Wood Crate,126.54,421.985,405.0
Clothing,1.31,4.37,52,42,10,4,True,Air,2952,Kraft Paper Mailer,2.55,32.251,550.0
Clothing,0.19,0.1,26,20,1,2,False,Road,245,Kraft Paper Mailer,0.48,0.023,550.0
Clothing,1.03,1.28,29,20,11,5,False,Road,701,Kraft Paper Mailer,1.51,0.449,550.0
Electronics,22.27,9.22,123,75,5,10,True,Road,2197,Mushroom Pkg (Mycelium),10.91,24.464,601.0
Beauty,0.69,0.21,21,7,7,4,True,Road,661,PLA Bioplastic,1.08,0.228,575.0
Home Decor,2.44,0.98,13,13,29,9,False,Air,806,Mushroom Pkg (Mycelium),2.78,4.917,601.0
Home Decor,2.58,1.17,15,13,30,9,False,Road,693,Mushroom Pkg (Mycelium),2.83,0.894,601.0
Home Decor,1.62,1.3,15,15,29,9,False,Air,2833,Mushroom Pkg (Mycelium),2.45,11.474,601.0
Furniture,41.25,295.61,212,84,83,5,False,Road,474,Wood Crate,119.24,70.06,405.0
Electronics,0.13,0.0,5,4,0,5,True,Air,2117,Honeycomb Paper,1.05,0.688,602.0
Furniture,15.23,6.47,106,61,5,10,False,Road,1549,Mushroom Pkg (Mycelium),8.09,11.796,601.0
Furniture,49.99,281.69,207,84,81,5,False,Road,1930,Wood Crate,113.68,271.831,405.0
Clothing,0.23,0.09,24,19,1,1,False,Air,2125,Kraft Paper Mailer,0.29,1.222,550.0
Electronics,0.37,0.0,14,6,0,6,True,Air,1924,Honeycomb Paper,1.35,1.78,602.0
Electronics,0.25,0.0,14,6,0,6,True,Air,2801,Honeycomb Paper,1.3,1.751,602.0
Furniture,12.52,5.32,95,56,5,10,False,Road,2878,Mushroom Pkg (Mycelium),7.01,18.016,601.0
Electronics,1.95,0.12,31,20,1,9,True,Road,444,Mushroom Pkg (Mycelium),2.58,0.433,601.0
Electronics,0.15,0.01,5,5,1,6,True,Air,2623,Honeycomb Paper,1.26,0.984,602.0
Furniture,52.15,353.69,219,95,85,8,False,Road,1797,Wood Crate,143.08,317.79,405.0
Furniture,16.77,5.52,92,60,5,10,False,Road,1300,Mushroom Pkg (Mycelium),8.71,10.901,601.0
Beauty,0.32,0.05,10,5,5,9,True,Road,430,Mushroom Pkg (Mycelium),1.93,0.069,601.0
Clothing,0.25,0.1,27,19,1,1,False,Road,145,Kraft Paper Mailer,0.3,0.018,550.0
Furniture,74.63,293.99,192,88,87,8,False,Road,1308,Wood Crate,119.2,192.269,405.0
Electronics,18.13,6.08,117,65,4,9,True,Road,1493,Mushroom Pkg (Mycelium),9.05,13.534,601.0
Beauty,0.73,0.21,21,7,7,3,True,Air,2640,PLA Bioplastic,0.89,4.818,575.0
Clothing,1.05,1.43,29,19,13,5,False,Air,1908,Kraft Paper Mailer,1.57,6.821,550.0
Furniture,14.01,34.4,65,54,49,5,False,Road,302,Wood Crate,14.76,5.194,405.0
Furniture,16.52,6.85,107,64,5,9,False,Road,1453,Mushroom Pkg (Mycelium),8.41,12.002,601.0
Beauty,0.2,0.04,9,5,4,10,True,Air,2729,Mushroom Pkg (Mycelium),2.08,1.365,601.0
Beauty,0.42,0.03,10,4,4,8,True,Air,945,Mushroom Pkg (Mycelium),1.77,0.992,601.0
Beauty,0.8,0.27,21,8,8,4,True,Road,399,PLA Bioplastic,1.12,0.16,575.0
Electronics,0.12,0.0,5,4,1,4,True,Air,2214,Corrugated Cardboard,0.85,0.664,114.0
Furniture,10.78,37.9,65,55,53,6,False,Road,2595,Wood Crate,16.36,49.175,405.0
Clothing,0.98,1.34,29,21,11,5,False,Air,2048,PLA Bioplastic,1.54,6.861,575.0
Furniture,10.29,33.18,55,58,52,5,False,Road,95,Wood Crate,14.27,1.576,405.0
Beauty,0.5,0.05,10,5,5,8,True,Road,502,Mushroom Pkg (Mycelium),1.8,0.126,601.0
Electronics,1.79,0.23,27,21,2,7,True,Air,2027,Honeycomb Paper,2.12,9.071,602.0
Beauty,0.94,0.24,21,7,8,4,True,Road,770,PLA Bioplastic,1.18,0.362,575.0
Home Decor,1.61,1.25,13,15,32,10,False,Air,1589,Mushroom Pkg (Mycelium),2.64,6.396,601.0
Electronics,19.3,7.7,110,70,5,10,True,Road,973,Mushroom Pkg (Mycelium),9.72,9.389,601.0
Furniture,12.55,33.65,59,62,46,6,False,Road,2159,Wood Crate,14.66,36.325,405.0
Electronics,21.31,6.79,123,69,4,9,True,Road,93,Mushroom Pkg (Mycelium),10.32,0.991,601.0
Beauty,0.49,0.03,10,4,4,10,True,Air,2873,Mushroom Pkg (Mycelium),2.2,3.519,601.0
Furniture,43.26,318.93,218,95,77,5,False,Road,1725,Wood Crate,128.57,275.077,405.0
Furniture,67.35,326.59,202,94,86,5,False,Road,1501,Wood Crate,131.64,245.106,405.0
Furniture,14.17,36.89,61,56,54,6,False,Road,968,Wood Crate,15.96,17.855,405.0
Beauty,0.52,0.19,19,7,7,4,True,Air,1860,PLA Bioplastic,1.01,2.418,575.0
Home Decor,1.37,1.22,15,14,29,9,False,Air,1673,Mushroom Pkg (Mycelium),2.35,5.73,601.0
Beauty,0.77,0.18,18,7,7,3,True,Road,726,PLA Bioplastic,0.91,0.28,575.0
Electronics,2.48,0.13,31,21,1,8,True,Road,558,Mushroom Pkg (Mycelium),2.59,0.692,601.0
Clothing,0.3,0.18,25,18,2,1,False,Air,2511,Kraft Paper Mailer,0.32,1.883,550.0
Electronics,0.33,0.02,14,6,1,7,True,Air,2420,Honeycomb Paper,1.53,1.997,602.0
Electronics,2.17,0.2,28,18,2,9,True,Road,320,Mushroom Pkg (Mycelium),2.67,0.347,601.0
Electronics,18.34,8.83,128,69,5,10,True,Road,82,Mushroom Pkg (Mycelium),9.34,0.752,601.0
Furniture,14.13,36.11,60,59,51,4,False,Road,765,Wood Crate,15.24,13.812,405.0
Clothing,1.06,1.44,30,20,12,3,False,Air,2284,Kraft Paper Mailer,1.18,8.222,550.0
Furniture,11.64,32.03,59,59,46,6,False,Road,1917,Corrugated Cardboard,14.01,30.701,114.0
Beauty,0.42,0.04,10,4,5,10,True,Air,2263,Mushroom Pkg (Mycelium),2.17,2.376,601.0
